output_id,scenario_id,narrative_id,language,clarification_answer_ids,gold_event_ids,gold_timeline_text,citizen_summary,structured_incident_summary,complaint_preparation_draft,lawyer_legal_aid_intake,police_visit_checklist,evidence_index,missing_information_summary,contradictions_summary,procedural_guidance_summary,supporting_passage_ids,unsupported_statement_count,hallucination_present,factuality_score,completeness_score,event_order_preserved,law_review_status,reviewer_id,split
GOUT000074_EN,SCN000074,NAR000074_EN,en,ANS000643;ANS000644;ANS000645,EVT000074_001;EVT000074_002,"1. On the morning of 2026-07-17, a sophisticated financial manipulation strategy matching the parameters of insurance claim fraud was discovered at the designated office around 15:27 hours. 2. Internal risk assets teams have initiated emergency containment protocols while formal complaints are being forwarded to statutory economic offenses wings within the state jurisdiction..","You reported a financial fraud matter about insurance claim fraud at Office on 2023-05-31 around 15:27. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as False.","incident_family=Financial Fraud | issue=Insurance claim fraud | place=Office, Maharashtra, India | date_time=2023-05-31 15:27 | events=EVT000074_001;EVT000074_002 | property_involved=True | threat_involved=False | injury_involved=False | open_questions=optional: institution_notified","To the concerned authority, I wish to report that on 2023-05-31 around 15:27, at Office, I experienced/reported an incident described as Insurance claim fraud. My account is: On the morning of 2026-07-17, a sophisticated financial manipulation strategy matching the parameters of insurance claim fraud was discovered at the designated office around 15:27 hours. The transaction logs indicate that highly specialized methods were utilized to manipulate verification nodes, enabling the illicit diversion of capital. Internal risk assets teams have initiated emergency containment protocols while formal complaints are being forwarded to statutory economic offenses wings within the state jurisdiction.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Financial Fraud / Insurance claim fraud; location Office, Maharashtra; incident date/time 2023-05-31 15:27; danger=No; threat=False; injury=False; property=True; police_contacted=False; legal_help_requested=True; event_ids=EVT000074_001;EVT000074_002; key remaining gaps: optional: institution_notified",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"The transaction logs indicate that highly specialized methods were utilized to manipulate verification nodes, enabling the illicit diversion of capital",optional: institution_notified,No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Notify the financial institution quickly, preserve transaction records, and consider police/cyber reporting depending on facts. Police already contacted: False. Legal help requested: True.",LP_FINANCIAL_CYBER_FRAUD_001;LP_CYBER_REPORTING_001;LP_DIGITAL_EVIDENCE_001,0,False,5,4,True,team-reviewed,REV876,test
GOUT000075_EN,SCN000075,NAR000075_EN,en,ANS000646;ANS000647;ANS000648;ANS000649;ANS000650;ANS000651;ANS000652;ANS000653;ANS000654;ANS000655;ANS000656;ANS000657,EVT000075_001;EVT000075_002,"1. Several individuals were actively contesting an instance of illegal property possession, with local residents stepping in to prevent physical escalation before authorities were notified.. 2. Several individuals were actively contesting an instance of illegal property possession, with local residents stepping in to prevent physical escalation before authorities were notified..","You reported a property disputes matter about illegal property possession at House on 2023-06-07 around 13:06. The record notes danger status as No, threat mentioned as True, injury mentioned as False, and police contact as True.","incident_family=Property Disputes | issue=Illegal property possession | place=House, Tamil Nadu, India | date_time=2023-06-07 13:06 | events=EVT000075_001;EVT000075_002 | property_involved=True | threat_involved=True | injury_involved=False | open_questions=partially_provided: property_type, current_possession | missing: ownership_documents | optional: opposing_party_identity","To the concerned authority, I wish to report that on 2023-06-07 around 13:06, at House, I experienced/reported an incident described as Illegal property possession. My account is: The observer witnessed an intense community argument unfolding near the house around 13:06. Several individuals were actively contesting an instance of illegal property possession, with local residents stepping in to prevent physical escalation before authorities were notified.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Property Disputes / Illegal property possession; location House, Tamil Nadu; incident date/time 2023-06-07 13:06; danger=No; threat=True; injury=False; property=True; police_contacted=True; legal_help_requested=True; event_ids=EVT000075_001;EVT000075_002; key remaining gaps: partially_provided: property_type, current_possession | missing: ownership_documents | optional: opposing_party_identity",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"I can show possession through receipts, photos, or property documents","partially_provided: property_type, current_possession | missing: ownership_documents | optional: opposing_party_identity",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Collect ownership/possession documents, photos of the site, opposing-party details, and avoid confrontation. Police already contacted: True. Legal help requested: True.",LP_PROPERTY_DISPUTE_001;LP_CRIME_REPORTING_001;LP_DIGITAL_EVIDENCE_001,0,False,5,4,True,team-reviewed,REV851,Train
GOUT000076_EN,SCN000076,NAR000076_EN,en,ANS000658;ANS000659;ANS000660;ANS000661;ANS000662;ANS000663;ANS000664;ANS000665;ANS000666,EVT000076_001;EVT000076_002,"1. So I was just standing at the marketplace around 12:35 yesterday, checking my phone, when this guy suddenly rushed past me and grabbed my belongings out of nowhere! 2. So I was just standing at the marketplace around 12:35 yesterday, checking my phone, when this guy suddenly rushed past me and grabbed my belongings out of nowhere!","You reported a theft and robbery matter about pickpocketing at Marketplace on 2023-06-09 around 12:35. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as True.","incident_family=Theft and robbery | issue=Pickpocketing | place=Marketplace, Maharashtra, India | date_time=2023-06-09 12:35 | events=EVT000076_001;EVT000076_002 | property_involved=True | threat_involved=False | injury_involved=False | open_questions=missing: ownership_information, force_or_threat_used | optional: suspect_description","To the concerned authority, I wish to report that on 2023-06-09 around 12:35, at Marketplace, I experienced/reported an incident described as Pickpocketing. My account is: So I was just standing at the marketplace around 12:35 yesterday, checking my phone, when this guy suddenly rushed past me and grabbed my belongings out of nowhere! I didn't even have time to react or see his face properly. Totally shocked.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Theft and robbery / Pickpocketing; location Marketplace, Maharashtra; incident date/time 2023-06-09 12:35; danger=No; threat=False; injury=False; property=True; police_contacted=True; legal_help_requested=True; event_ids=EVT000076_001;EVT000076_002; key remaining gaps: missing: ownership_information, force_or_threat_used | optional: suspect_description",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"I can show possession through receipts, photos, or property documents","missing: ownership_information, force_or_threat_used | optional: suspect_description",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Prepare property details, location, timing, suspect description if known, and police complaint materials. Police already contacted: True. Legal help requested: True.",LP_CRIME_REPORTING_001;LP_FIR_PROCESS_001;LP_DIGITAL_EVIDENCE_001,0,False,5,4,True,team-reviewed,REV233,validation
GOUT000077_EN,SCN000077,NAR000077_EN,en,ANS000667;ANS000668;ANS000669;ANS000670;ANS000671;ANS000672;ANS000673;ANS000674;ANS000675;ANS000676;ANS000677;ANS000678;ANS000679;ANS000680;ANS000681,EVT000077_001;EVT000077_002,"1. So I was waiting at the apartment around 13:34 today for my scheduled meeting, when my ex turned up and started an absolute argument over our guardianship dispute. 2. So I was waiting at the apartment around 13:34 today for my scheduled meeting, when my ex turned up and started an absolute argument over our guardianship dispute.","You reported a family law matter about guardianship dispute at Apartment on 2023-06-12 around 13:34. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as True.","incident_family=Family Law | issue=Guardianship dispute | place=Apartment, Tamil Nadu, India | date_time=2023-06-12 13:34 | events=EVT000077_001;EVT000077_002 | property_involved=True | threat_involved=False | injury_involved=False | open_questions=optional: case_or_order_status, financial_support_issue, urgent_motion_needed, supporting_documents | missing: violence_or_safety_concern","To the concerned authority, I wish to report that on 2023-06-12 around 13:34, at Apartment, I experienced/reported an incident described as Guardianship dispute. My account is: So I was waiting at the apartment around 13:34 today for my scheduled meeting, when my ex turned up and started an absolute argument over our guardianship dispute. They completely refused to abide by what the court originally decided. I'm just so drained by this ongoing legal battle.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Family Law / Guardianship dispute; location Apartment, Tamil Nadu; incident date/time 2023-06-12 13:34; danger=No; threat=False; injury=False; property=True; police_contacted=True; legal_help_requested=True; event_ids=EVT000077_001;EVT000077_002; key remaining gaps: optional: case_or_order_status, financial_support_issue, urgent_motion_needed, supporting_documents | missing: violence_or_safety_concern",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"I can provide more details, but I need to check the exact information","optional: case_or_order_status, financial_support_issue, urgent_motion_needed, supporting_documents | missing: violence_or_safety_concern",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Collect existing orders, communication records, child/dependent details, and consider family-court or legal-aid consultation. Police already contacted: True. Legal help requested: True.",LP_FAMILY_COURT_001;LP_CHILD_CUSTODY_001;LP_LEGAL_AID_001,0,False,5,4,True,team-reviewed,REV536,Train
GOUT000078_EN,SCN000078,NAR000078_EN,en,ANS000682;ANS000683;ANS000684;ANS000685;ANS000686;ANS000687;ANS000688;ANS000689;ANS000690;ANS000691;ANS000692;ANS000693;ANS000694;ANS000695;ANS000696;ANS000697;ANS000698;ANS000699,EVT000078_001;EVT000078_002,1. he is screaming and throwing things again it's really bad dowry harassment right now at home since 03:03 hours. 2. please call someone or come over i am hiding in the washroom right now text me back please.,"You reported a domestic violence matter about dowry harassment at House on 2023-06-12 around 03:03. The record notes danger status as No, threat mentioned as True, injury mentioned as False, and police contact as True.","incident_family=Domestic Violence | issue=Dowry harassment | place=House, West Bengal, India | date_time=2023-06-12 03:03 | events=EVT000078_001;EVT000078_002 | property_involved=False | threat_involved=True | injury_involved=False | open_questions=partially_provided: relationship_to_offender, current_shelter_safety | optional: children_or_dependents, evidence_available, support_person_contact | missing: injury_or_medical_need","To the concerned authority, I wish to report that on 2023-06-12 around 03:03, at House, I experienced/reported an incident described as Dowry harassment. My account is: he is screaming and throwing things again it's really bad dowry harassment right now at home since 03:03 hours. please call someone or come over i am hiding in the washroom right now text me back please. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Domestic Violence / Dowry harassment; location House, West Bengal; incident date/time 2023-06-12 03:03; danger=No; threat=True; injury=False; property=False; police_contacted=True; legal_help_requested=False; event_ids=EVT000078_001;EVT000078_002; key remaining gaps: partially_provided: relationship_to_offender, current_shelter_safety | optional: children_or_dependents, evidence_available, support_person_contact | missing: injury_or_medical_need",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,I have photos and messages related to the incident,"partially_provided: relationship_to_offender, current_shelter_safety | optional: children_or_dependents, evidence_available, support_person_contact | missing: injury_or_medical_need",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Prioritise safety planning, trusted support, medical documentation if needed, and legal-aid/protection options. Police already contacted: True. Legal help requested: False.",LP_DOMESTIC_VIOLENCE_001;LP_EMERGENCY_HELP_001;LP_LEGAL_AID_001,0,False,5,4,True,team-reviewed,REV693,test
GOUT000079_EN,SCN000079,NAR000079_EN,en,ANS000700;ANS000701;ANS000702;ANS000703;ANS000704;ANS000705;ANS000706;ANS000707;ANS000708;ANS000709;ANS000710;ANS000711,EVT000079_001;EVT000079_002,"1. Shortly after, they approached the victim from behind, forcefully committed chain snatching, and fled the scene on a two-wheeler heading north.. 2. Shortly after, they approached the victim from behind, forcefully committed chain snatching, and fled the scene on a two-wheeler heading north..","You reported a theft and robbery matter about chain snatching at Road on 2023-06-14 around 08:06. The record notes danger status as No, threat mentioned as True, injury mentioned as False, and police contact as True.","incident_family=Theft and robbery | issue=Chain snatching | place=Road, Gujarat, India | date_time=2023-06-14 08:06 | events=EVT000079_001;EVT000079_002 | property_involved=True | threat_involved=True | injury_involved=False | open_questions=partially_provided: property_type, property_description | missing: ownership_information | optional: suspect_description","To the concerned authority, I wish to report that on 2023-06-14 around 08:06, at Road, I experienced/reported an incident described as Chain snatching. My account is: The observer noticed two suspicious individuals loitering near the road around 08:06. Shortly after, they approached the victim from behind, forcefully committed chain snatching, and fled the scene on a two-wheeler heading north.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Theft and robbery / Chain snatching; location Road, Gujarat; incident date/time 2023-06-14 08:06; danger=No; threat=True; injury=False; property=True; police_contacted=True; legal_help_requested=True; event_ids=EVT000079_001;EVT000079_002; key remaining gaps: partially_provided: property_type, property_description | missing: ownership_information | optional: suspect_description",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"I can show possession through receipts, photos, or property documents","partially_provided: property_type, property_description | missing: ownership_information | optional: suspect_description",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Prepare property details, location, timing, suspect description if known, and police complaint materials. Police already contacted: True. Legal help requested: True.",LP_CRIME_REPORTING_001;LP_FIR_PROCESS_001;LP_DIGITAL_EVIDENCE_001,0,False,5,4,True,team-reviewed,REV368,Train
GOUT000080_EN,SCN000080,NAR000080_EN,en,ANS000712;ANS000713;ANS000714;ANS000715;ANS000716;ANS000717;ANS000718;ANS000719;ANS000720;ANS000721;ANS000722;ANS000723,EVT000080_001;EVT000080_002,"1. A property conflict classified under inheritance property claim was documented at the plot at 10:41. 2. The dispute involves contested boundaries and ownership titles, requiring civil or criminal mediation to preserve public order..","You reported a property disputes matter about inheritance property claim at Plot on 2023-06-16 around 10:41. The record notes danger status as No, threat mentioned as True, injury mentioned as False, and police contact as False.","incident_family=Property Disputes | issue=Inheritance property claim | place=Plot, Maharashtra, India | date_time=2023-06-16 10:41 | events=EVT000080_001;EVT000080_002 | property_involved=True | threat_involved=True | injury_involved=False | open_questions=partially_provided: property_type, ownership_documents | optional: opposing_party_identity | missing: current_possession","To the concerned authority, I wish to report that on 2023-06-16 around 10:41, at Plot, I experienced/reported an incident described as Inheritance property claim. My account is: A property conflict classified under inheritance property claim was documented at the plot at 10:41. The dispute involves contested boundaries and ownership titles, requiring civil or criminal mediation to preserve public order.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Property Disputes / Inheritance property claim; location Plot, Maharashtra; incident date/time 2023-06-16 10:41; danger=No; threat=True; injury=False; property=True; police_contacted=False; legal_help_requested=True; event_ids=EVT000080_001;EVT000080_002; key remaining gaps: partially_provided: property_type, ownership_documents | optional: opposing_party_identity | missing: current_possession",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"A property conflict classified under inheritance property claim was documented at the plot at 10:41; I can show possession through receipts, photos, or property documents","partially_provided: property_type, ownership_documents | optional: opposing_party_identity | missing: current_possession",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Collect ownership/possession documents, photos of the site, opposing-party details, and avoid confrontation. Police already contacted: False. Legal help requested: True.",LP_PROPERTY_DISPUTE_001;LP_CRIME_REPORTING_001;LP_DIGITAL_EVIDENCE_001,0,False,5,4,True,team-reviewed,REV637,test
GOUT000081_EN,SCN000081,NAR000081_EN,en,ANS000724;ANS000725;ANS000726;ANS000727;ANS000728;ANS000729,EVT000081_001;EVT000081_002,"1. Dear Human Resources and Labor Commissioner, I am writing to formally lodge a grievance regarding the ongoing pattern of breach of employment contract within the Online platform. 2. Dear Human Resources and Labor Commissioner, I am writing to formally lodge a grievance regarding the ongoing pattern of breach of employment contract within the Online platform.","You reported a employment/labour matter about breach of employment contract at Online platform on 2023-06-17 around 04:43. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as True.","incident_family=Employment/Labour | issue=Breach of employment contract | place=Online platform, Tamil Nadu, India | date_time=2023-06-17 04:43 | events=EVT000081_001;EVT000081_002 | property_involved=True | threat_involved=False | injury_involved=False | open_questions=optional: employment_documents, internal_complaint_status","To the concerned authority, I wish to report that on 2023-06-17 around 04:43, at Online platform, I experienced/reported an incident described as Breach of employment contract. My account is: Dear Human Resources and Labor Commissioner, I am writing to formally lodge a grievance regarding the ongoing pattern of breach of employment contract within the Online platform. The definitive breach transpired on 2026-07-06 at 04:43 hours, violating explicit terms of my employment contract and local statutory codes.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Employment/Labour / Breach of employment contract; location Online platform, Tamil Nadu; incident date/time 2023-06-17 04:43; danger=No; threat=False; injury=False; property=True; police_contacted=True; legal_help_requested=False; event_ids=EVT000081_001;EVT000081_002; key remaining gaps: optional: employment_documents, internal_complaint_status",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"I have some emails and employment records, but not every document","optional: employment_documents, internal_complaint_status",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Collect employment documents, payslips, emails, HR communication, and wage/termination details. Police already contacted: True. Legal help requested: False.",LP_LABOUR_COMPLAINT_001;LP_WAGE_CLAIM_001;LP_LEGAL_AID_001,0,False,5,4,True,team-reviewed,REV188,validation
GOUT000082_EN,SCN000082,NAR000082_EN,en,ANS000730;ANS000731;ANS000732;ANS000733;ANS000734;ANS000735;ANS000736;ANS000737;ANS000738;ANS000739;ANS000740;ANS000741,EVT000082_001;EVT000082_002,"1. On the afternoon of 2026-06-28, a long-standing land friction culminated in an explicit case of tenant-landlord conflict at the designated house around 23:37 hours. 2. On the afternoon of 2026-06-28, a long-standing land friction culminated in an explicit case of tenant-landlord conflict at the designated house around 23:37 hours.","You reported a property disputes matter about tenant-landlord conflict at House on 2023-06-18 around 23:37. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as True.","incident_family=Property Disputes | issue=Tenant-landlord conflict | place=House, Telangana, India | date_time=2023-06-18 23:37 | events=EVT000082_001;EVT000082_002 | property_involved=True | threat_involved=False | injury_involved=False | open_questions=partially_provided: property_type, ownership_documents, current_possession | optional: damage_or_alteration","To the concerned authority, I wish to report that on 2023-06-18 around 23:37, at House, I experienced/reported an incident described as Tenant-landlord conflict. My account is: On the afternoon of 2026-06-28, a long-standing land friction culminated in an explicit case of tenant-landlord conflict at the designated house around 23:37 hours. The incident involved rival claimants attempting physical occupation or structural modification without valid legal injunctions. Local law enforcement intervened to mandate a status quo until the appropriate regional civil courts review the structural registration parameters and revenue maps under the state jurisdiction.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Property Disputes / Tenant-landlord conflict; location House, Telangana; incident date/time 2023-06-18 23:37; danger=No; threat=False; injury=False; property=True; police_contacted=True; legal_help_requested=True; event_ids=EVT000082_001;EVT000082_002; key remaining gaps: partially_provided: property_type, ownership_documents, current_possession | optional: damage_or_alteration",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"On the afternoon of 2026-06-28, a long-standing land friction culminated in an explicit case of tenant-landlord conflict at the designated house around 23:37 hours; I can show possession through receipts, photos, or property documents","partially_provided: property_type, ownership_documents, current_possession | optional: damage_or_alteration",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Collect ownership/possession documents, photos of the site, opposing-party details, and avoid confrontation. Police already contacted: True. Legal help requested: True.",LP_PROPERTY_DISPUTE_001;LP_CRIME_REPORTING_001;LP_DIGITAL_EVIDENCE_001,0,False,5,4,True,team-reviewed,REV401,test
GOUT000083_EN,SCN000083,NAR000083_EN,en,ANS000742;ANS000743;ANS000744,EVT000083_001;EVT000083_002,1. just witnessed a crazy illegal parking blockage around 02:39 hours. 2. guys stay away from the Alleyway right now!,"You reported a traffic & road incidents matter about illegal parking blockage at Alleyway on 2023-06-21 around 02:39. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as False.","incident_family=Traffic & Road Incidents | issue=Illegal parking blockage | place=Alleyway, West Bengal, India | date_time=2023-06-21 02:39 | events=EVT000083_001;EVT000083_002 | property_involved=True | threat_involved=False | injury_involved=False | open_questions=missing: injury_details","To the concerned authority, I wish to report that on 2023-06-21 around 02:39, at Alleyway, I experienced/reported an incident described as Illegal parking blockage. My account is: guys stay away from the Alleyway right now! just witnessed a crazy illegal parking blockage around 02:39 hours. cars are badly damaged and traffic is completely backed up. emergency services are arriving just now. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Traffic & Road Incidents / Illegal parking blockage; location Alleyway, West Bengal; incident date/time 2023-06-21 02:39; danger=No; threat=False; injury=False; property=True; police_contacted=False; legal_help_requested=True; event_ids=EVT000083_001;EVT000083_002; key remaining gaps: missing: injury_details",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"No specific evidence item is confirmed; ask user to preserve screenshots, documents, photos, receipts, and messages where available.",missing: injury_details,No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Record vehicle details, photos, injury and damage information, witnesses, and insurance/police documents. Police already contacted: False. Legal help requested: True.",LP_TRAFFIC_ACCIDENT_001;LP_HIT_AND_RUN_001;LP_MOTOR_CLAIM_001,0,False,5,4,True,team-reviewed,REV511,validation
GOUT000084_EN,SCN000084,NAR000084_EN,en,ANS000745;ANS000746;ANS000747;ANS000748;ANS000749;ANS000750;ANS000751;ANS000752;ANS000753,EVT000084_001;EVT000084_002,"1. On the date of 2026-07-03, a formal consumer conflict classified as false advertising and misrepresentation manifested during a commercial interaction at the designated showroom around 01:34. 2. On the date of 2026-07-03, a formal consumer conflict classified as false advertising and misrepresentation manifested during a commercial interaction at the designated showroom around 01:34.","You reported a consumer disputes matter about false advertising and misrepresentation at Showroom on 2023-06-29 around 01:34. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as False.","incident_family=Consumer Disputes | issue=False advertising and misrepresentation | place=Showroom, Uttar Pradesh, India | date_time=2023-06-29 01:34 | events=EVT000084_001;EVT000084_002 | property_involved=True | threat_involved=False | injury_involved=False | open_questions=partially_provided: product_or_service | missing: refund_or_remedy_requested | optional: evidence_available","To the concerned authority, I wish to report that on 2023-06-29 around 01:34, at Showroom, I experienced/reported an incident described as False advertising and misrepresentation. My account is: On the date of 2026-07-03, a formal consumer conflict classified as false advertising and misrepresentation manifested during a commercial interaction at the designated showroom around 01:34. The transaction parameters reveal an explicit deviation from advertising claims or legal standards, directly compromising buyer safety and financial protection. Standard operational dispute channels were exhausted without success, prompting an escalation to statutory regulatory oversight mechanisms.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Consumer Disputes / False advertising and misrepresentation; location Showroom, Uttar Pradesh; incident date/time 2023-06-29 01:34; danger=No; threat=False; injury=False; property=True; police_contacted=False; legal_help_requested=True; event_ids=EVT000084_001;EVT000084_002; key remaining gaps: partially_provided: product_or_service | missing: refund_or_remedy_requested | optional: evidence_available",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"The transaction parameters reveal an explicit deviation from advertising claims or legal standards, directly compromising buyer safety and financial protection; I have the payment screenshot and chat with the seller",partially_provided: product_or_service | missing: refund_or_remedy_requested | optional: evidence_available,No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Prepare payment proof, seller communication, product/service details, and consider consumer grievance or platform escalation. Police already contacted: False. Legal help requested: True.",LP_CONSUMER_COMPLAINT_001;LP_REFUND_RIGHTS_001;LP_ECOMMERCE_001,0,False,5,4,True,team-reviewed,REV991,Train
GOUT000085_EN,SCN000085,NAR000085_EN,en,ANS000754;ANS000755;ANS000756,EVT000085_001;EVT000085_002,1. Complainant reports a structured financial offense falling under the category of insurance claim fraud at the office. 2. Audit trails have been preserved..,"You reported a financial fraud matter about insurance claim fraud at Office on 2023-06-29 around 07:31. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as True.","incident_family=Financial Fraud | issue=Insurance claim fraud | place=Office, Telangana, India | date_time=2023-06-29 07:31 | events=EVT000085_001;EVT000085_002 | property_involved=True | threat_involved=False | injury_involved=False | open_questions=optional: institution_notified","To the concerned authority, I wish to report that on 2023-06-29 around 07:31, at Office, I experienced/reported an incident described as Insurance claim fraud. My account is: Complainant reports a structured financial offense falling under the category of insurance claim fraud at the office. The incident occurred on 2026-07-18 at approximately 07:31 hours, wherein deceptive documentation was presented to misappropriate corporate or individual monetary assets. Audit trails have been preserved.. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Financial Fraud / Insurance claim fraud; location Office, Telangana; incident date/time 2023-06-29 07:31; danger=No; threat=False; injury=False; property=True; police_contacted=True; legal_help_requested=True; event_ids=EVT000085_001;EVT000085_002; key remaining gaps: optional: institution_notified",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"The incident occurred on 2026-07-18 at approximately 07:31 hours, wherein deceptive documentation was presented to misappropriate corporate or individual monetary assets",optional: institution_notified,No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Notify the financial institution quickly, preserve transaction records, and consider police/cyber reporting depending on facts. Police already contacted: True. Legal help requested: True.",LP_FINANCIAL_CYBER_FRAUD_001;LP_CYBER_REPORTING_001;LP_DIGITAL_EVIDENCE_001,0,False,5,4,True,team-reviewed,REV355,Train
