narrative_id,scenario_id,language,script,code_mix_type,narrative_text_original,narrative_text_normalised,variant_type,narrative_completeness,chronology_style,emotionality_level,spelling_noise_level,speech_transcription_style,uncertain_language_present,irrelevant_information_present,reference_date,translation_parent_id,paraphrase_parent_id,source_type,language_reviewer_id,annotation_status,split
NAR000111_HI,SCN000111,hi-en,Mixed,Hinglish,"Around 00:48, mentioned जगह पर कानूनी issue हुआ।","Around 00:48, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-08-18,,NAR000111_HI,synthetic_reviewed,,unannotated,train
NAR000112_HI,SCN000112,hi-en,Mixed,Hinglish,"Around 13:04, mentioned जगह पर कानूनी issue हुआ।","Around 13:04, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-09-09,,NAR000112_HI,synthetic_reviewed,,unannotated,train
NAR000113_HI,SCN000113,hi-en,Mixed,Hinglish,"Around 10:34, mentioned जगह पर कानूनी issue हुआ।","Around 10:34, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-08-28,,NAR000113_HI,synthetic_reviewed,,unannotated,validation
NAR000114_HI,SCN000114,hi-en,Mixed,Hinglish,"Around 09:15, mentioned जगह पर कानूनी issue हुआ।","Around 09:15, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-09-12,,NAR000114_HI,synthetic_reviewed,,unannotated,challenge
NAR000115_HI,SCN000115,hi-en,Mixed,Hinglish,"Around 09:04, mentioned जगह पर कानूनी issue हुआ।","Around 09:04, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-09-27,,NAR000115_HI,synthetic_reviewed,,unannotated,train
NAR000116_HI,SCN000116,hi-en,Mixed,Hinglish,"Around 13:33, mentioned जगह पर कानूनी issue हुआ।","Around 13:33, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-09-20,,NAR000116_HI,synthetic_reviewed,,unannotated,validation
NAR000117_HI,SCN000117,hi-en,Mixed,Hinglish,"On 2026-06-28, around 23:53, mentioned जगह पर कानूनी issue हुआ।","On 2026-06-28, around 23:53, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-09-05,,NAR000117_HI,synthetic_reviewed,,unannotated,test
NAR000118_HI,SCN000118,hi-en,Mixed,Hinglish,"On 2026-07-10, around 10:08, mentioned जगह पर कानूनी issue हुआ।","On 2026-07-10, around 10:08, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-09-18,,NAR000118_HI,synthetic_reviewed,,unannotated,challenge
NAR000119_HI,SCN000119,hi-en,Mixed,Hinglish,"On 2026-06-25, around 18:21, mentioned जगह पर कानूनी issue हुआ।","On 2026-06-25, around 18:21, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-09-15,,NAR000119_HI,synthetic_reviewed,,unannotated,validation
NAR000120_HI,SCN000120,hi-en,Mixed,Hinglish,"Around 04:00, mentioned जगह पर कानूनी issue हुआ।","Around 04:00, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-09-15,,NAR000120_HI,synthetic_reviewed,,unannotated,train
NAR000121_HI,SCN000121,hi-en,Mixed,Hinglish,"Around 04:41, mentioned जगह पर कानूनी issue हुआ।","Around 04:41, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-10-09,,NAR000121_HI,synthetic_reviewed,,unannotated,test
NAR000122_HI,SCN000122,hi-en,Mixed,Hinglish,"On 2026-06-23, around 03:58, mentioned जगह पर कानूनी issue हुआ।","On 2026-06-23, around 03:58, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-10-11,,NAR000122_HI,synthetic_reviewed,,unannotated,train
NAR000123_HI,SCN000123,hi-en,Mixed,Hinglish,"On 2026-07-01, around 17:39, mentioned जगह पर कानूनी issue हुआ।","On 2026-07-01, around 17:39, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-09-17,,NAR000123_HI,synthetic_reviewed,,unannotated,test
NAR000124_HI,SCN000124,hi-en,Mixed,Hinglish,"Around 12:45, mentioned जगह पर कानूनी issue हुआ।","Around 12:45, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-10-11,,NAR000124_HI,synthetic_reviewed,,unannotated,test
NAR000125_HI,SCN000125,hi-en,Mixed,Hinglish,"Around 06:42, mentioned जगह पर कानूनी issue हुआ।","Around 06:42, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-09-22,,NAR000125_HI,synthetic_reviewed,,unannotated,challenge
NAR000126_HI,SCN000126,hi-en,Mixed,Hinglish,"On 2026-07-15, around 04:18, mentioned जगह पर कानूनी issue हुआ।","On 2026-07-15, around 04:18, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-10-13,,NAR000126_HI,synthetic_reviewed,,unannotated,validation
NAR000127_HI,SCN000127,hi-en,Mixed,Hinglish,"Around 12:29, mentioned जगह पर कानूनी issue हुआ।","Around 12:29, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-10-09,,NAR000127_HI,synthetic_reviewed,,unannotated,validation
NAR000128_HI,SCN000128,hi-en,Mixed,Hinglish,"Around 20:42, mentioned जगह पर कानूनी issue हुआ।","Around 20:42, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-10-14,,NAR000128_HI,synthetic_reviewed,,unannotated,test
NAR000129_HI,SCN000129,hi-en,Mixed,Hinglish,"Around 12:43, mentioned जगह पर कानूनी issue हुआ।","Around 12:43, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-10-12,,NAR000129_HI,synthetic_reviewed,,unannotated,validation
NAR000130_HI,SCN000130,hi-en,Mixed,Hinglish,"Around 16:07, mentioned जगह पर कानूनी issue हुआ।","Around 16:07, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-10-15,,NAR000130_HI,synthetic_reviewed,,unannotated,challenge
NAR000131_HI,SCN000131,hi-en,Mixed,Hinglish,"Around 07:25, mentioned जगह पर कानूनी issue हुआ।","Around 07:25, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-10-06,,NAR000131_HI,synthetic_reviewed,,unannotated,train
NAR000132_HI,SCN000132,hi-en,Mixed,Hinglish,"On 2026-07-14, around 09:15, mentioned जगह पर कानूनी issue हुआ।","On 2026-07-14, around 09:15, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-10-24,,NAR000132_HI,synthetic_reviewed,,unannotated,train
NAR000133_HI,SCN000133,hi-en,Mixed,Hinglish,"Around 16:54, mentioned जगह पर कानूनी issue हुआ।","Around 16:54, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-10-12,,NAR000133_HI,synthetic_reviewed,,unannotated,validation
NAR000134_HI,SCN000134,hi-en,Mixed,Hinglish,"Around 23:11, mentioned जगह पर कानूनी issue हुआ।","Around 23:11, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-10-07,,NAR000134_HI,synthetic_reviewed,,unannotated,train
NAR000135_HI,SCN000135,hi-en,Mixed,Hinglish,"On 2026-06-30, around 13:49, mentioned जगह पर कानूनी issue हुआ।","On 2026-06-30, around 13:49, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-11-08,,NAR000135_HI,synthetic_reviewed,,unannotated,train
NAR000136_HI,SCN000136,hi-en,Mixed,Hinglish,"On 2026-07-02, around 15:42, mentioned जगह पर कानूनी issue हुआ।","On 2026-07-02, around 15:42, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-11-05,,NAR000136_HI,synthetic_reviewed,,unannotated,test
NAR000137_HI,SCN000137,hi-en,Mixed,Hinglish,"Around 09:47, mentioned जगह पर कानूनी issue हुआ।","Around 09:47, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-10-26,,NAR000137_HI,synthetic_reviewed,,unannotated,train
NAR000138_HI,SCN000138,hi-en,Mixed,Hinglish,"On 2026-06-22, around 18:56, mentioned जगह पर कानूनी issue हुआ।","On 2026-06-22, around 18:56, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-11-02,,NAR000138_HI,synthetic_reviewed,,unannotated,test
NAR000139_HI,SCN000139,hi-en,Mixed,Hinglish,"On 2026-06-22, around 07:37, mentioned जगह पर कानूनी issue हुआ।","On 2026-06-22, around 07:37, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-11-11,,NAR000139_HI,synthetic_reviewed,,unannotated,validation
NAR000140_HI,SCN000140,hi-en,Mixed,Hinglish,"Around 14:25, mentioned जगह पर कानूनी issue हुआ।","Around 14:25, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-11-17,,NAR000140_HI,synthetic_reviewed,,unannotated,train
NAR000141_HI,SCN000141,hi-en,Mixed,Hinglish,"On 2026-07-03, around 20:49, mentioned जगह पर कानूनी issue हुआ।","On 2026-07-03, around 20:49, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-10-27,,NAR000141_HI,synthetic_reviewed,,unannotated,challenge
NAR000142_HI,SCN000142,hi-en,Mixed,Hinglish,"Around 15:29, mentioned जगह पर कानूनी issue हुआ।","Around 15:29, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-11-07,,NAR000142_HI,synthetic_reviewed,,unannotated,train
NAR000143_HI,SCN000143,hi-en,Mixed,Hinglish,"Around 12:58, mentioned जगह पर कानूनी issue हुआ।","Around 12:58, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-11-26,,NAR000143_HI,synthetic_reviewed,,unannotated,test
NAR000144_HI,SCN000144,hi-en,Mixed,Hinglish,"On 2026-07-04, around 20:11, mentioned जगह पर कानूनी issue हुआ।","On 2026-07-04, around 20:11, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-11-19,,NAR000144_HI,synthetic_reviewed,,unannotated,validation
NAR000145_HI,SCN000145,hi-en,Mixed,Hinglish,"Around 02:46, mentioned जगह पर कानूनी issue हुआ।","Around 02:46, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-11-19,,NAR000145_HI,synthetic_reviewed,,unannotated,test
NAR000146_HI,SCN000146,hi-en,Mixed,Hinglish,"Around 10:35, mentioned जगह पर कानूनी issue हुआ।","Around 10:35, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-12-03,,NAR000146_HI,synthetic_reviewed,,unannotated,challenge
NAR000147_HI,SCN000147,hi-en,Mixed,Hinglish,"Around 11:35, mentioned जगह पर कानूनी issue हुआ।","Around 11:35, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-11-22,,NAR000147_HI,synthetic_reviewed,,unannotated,test
NAR000148_HI,SCN000148,hi-en,Mixed,Hinglish,"On 2026-06-28, around 18:10, mentioned जगह पर कानूनी issue हुआ।","On 2026-06-28, around 18:10, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-11-20,,NAR000148_HI,synthetic_reviewed,,unannotated,test
NAR000149_HI,SCN000149,hi-en,Mixed,Hinglish,"Around 04:54, mentioned जगह पर कानूनी issue हुआ।","Around 04:54, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-11-24,,NAR000149_HI,synthetic_reviewed,,unannotated,validation
NAR000150_HI,SCN000150,hi-en,Mixed,Hinglish,"Around 03:08, mentioned जगह पर कानूनी issue हुआ।","Around 03:08, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-11-30,,NAR000150_HI,synthetic_reviewed,,unannotated,validation
NAR000151_HI,SCN000151,hi-en,Mixed,Hinglish,"On 2026-06-21, around 13:21, mentioned जगह पर कानूनी issue हुआ।","On 2026-06-21, around 13:21, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-12-02,,NAR000151_HI,synthetic_reviewed,,unannotated,train
NAR000152_HI,SCN000152,hi-en,Mixed,Hinglish,"Around 19:19, mentioned जगह पर कानूनी issue हुआ।","Around 19:19, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-12-06,,NAR000152_HI,synthetic_reviewed,,unannotated,test
NAR000153_HI,SCN000153,hi-en,Mixed,Hinglish,"On 2026-07-06, around 17:15, mentioned जगह पर कानूनी issue हुआ।","On 2026-07-06, around 17:15, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-12-08,,NAR000153_HI,synthetic_reviewed,,unannotated,train
NAR000154_HI,SCN000154,hi-en,Mixed,Hinglish,"On 2026-06-23, around 11:16, mentioned जगह पर कानूनी issue हुआ।","On 2026-06-23, around 11:16, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-11-23,,NAR000154_HI,synthetic_reviewed,,unannotated,challenge
NAR000155_HI,SCN000155,hi-en,Mixed,Hinglish,mentioned जगह पर कानूनी issue हुआ।,mentioned जगह पर कानूनी issue हुआ।,code_mixed,medium,chronological,moderate,none,False,False,False,2023-11-22,,NAR000155_HI,synthetic_reviewed,,unannotated,train
NAR000156_HI,SCN000156,hi-en,Mixed,Hinglish,"On 2026-07-02, around 06:55, mentioned जगह पर कानूनी issue हुआ।","On 2026-07-02, around 06:55, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-12-09,,NAR000156_HI,synthetic_reviewed,,unannotated,validation
NAR000157_HI,SCN000157,hi-en,Mixed,Hinglish,"Around 17:35, mentioned जगह पर कानूनी issue हुआ।","Around 17:35, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-12-23,,NAR000157_HI,synthetic_reviewed,,unannotated,challenge
NAR000158_HI,SCN000158,hi-en,Mixed,Hinglish,"On 2026-07-08, around 22:26, mentioned जगह पर कानूनी issue हुआ।","On 2026-07-08, around 22:26, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-12-27,,NAR000158_HI,synthetic_reviewed,,unannotated,validation
NAR000159_HI,SCN000159,hi-en,Mixed,Hinglish,"On 2026-07-16, around 15:05, mentioned जगह पर कानूनी issue हुआ।","On 2026-07-16, around 15:05, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-12-14,,NAR000159_HI,synthetic_reviewed,,unannotated,train
NAR000160_HI,SCN000160,hi-en,Mixed,Hinglish,"Around 23:42, mentioned जगह पर कानूनी issue हुआ।","Around 23:42, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-12-16,,NAR000160_HI,synthetic_reviewed,,unannotated,train
NAR000161_HI,SCN000161,hi-en,Mixed,Hinglish,"On 2026-06-26, around 05:41, mentioned जगह पर कानूनी issue हुआ।","On 2026-06-26, around 05:41, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-12-22,,NAR000161_HI,synthetic_reviewed,,unannotated,validation
NAR000162_HI,SCN000162,hi-en,Mixed,Hinglish,"On 2026-07-10, around 01:31, mentioned जगह पर कानूनी issue हुआ।","On 2026-07-10, around 01:31, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-12-28,,NAR000162_HI,synthetic_reviewed,,unannotated,validation
NAR000163_HI,SCN000163,hi-en,Mixed,Hinglish,"Around 02:53, mentioned जगह पर कानूनी issue हुआ।","Around 02:53, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-12-11,,NAR000163_HI,synthetic_reviewed,,unannotated,test
NAR000164_HI,SCN000164,hi-en,Mixed,Hinglish,"On 2026-07-10, around 00:24, mentioned जगह पर कानूनी issue हुआ।","On 2026-07-10, around 00:24, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-01-02,,NAR000164_HI,synthetic_reviewed,,unannotated,validation
NAR000165_HI,SCN000165,hi-en,Mixed,Hinglish,"Around 21:58, mentioned जगह पर कानूनी issue हुआ।","Around 21:58, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-01-10,,NAR000165_HI,synthetic_reviewed,,unannotated,validation
NAR000166_HI,SCN000166,hi-en,Mixed,Hinglish,"Around 07:10, mentioned जगह पर कानूनी issue हुआ।","Around 07:10, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-01-12,,NAR000166_HI,synthetic_reviewed,,unannotated,validation
NAR000167_HI,SCN000167,hi-en,Mixed,Hinglish,"On 2026-06-27, around 00:56, mentioned जगह पर कानूनी issue हुआ।","On 2026-06-27, around 00:56, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-12-29,,NAR000167_HI,synthetic_reviewed,,unannotated,challenge
NAR000168_HI,SCN000168,hi-en,Mixed,Hinglish,mentioned जगह पर कानूनी issue हुआ।,mentioned जगह पर कानूनी issue हुआ।,code_mixed,medium,chronological,moderate,none,False,False,False,2023-12-29,,NAR000168_HI,synthetic_reviewed,,unannotated,validation
NAR000169_HI,SCN000169,hi-en,Mixed,Hinglish,"On 2026-07-03, around 06:32, mentioned जगह पर कानूनी issue हुआ।","On 2026-07-03, around 06:32, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-12-25,,NAR000169_HI,synthetic_reviewed,,unannotated,validation
NAR000170_HI,SCN000170,hi-en,Mixed,Hinglish,"On 2026-07-08, around 08:29, mentioned जगह पर कानूनी issue हुआ।","On 2026-07-08, around 08:29, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2023-12-25,,NAR000170_HI,synthetic_reviewed,,unannotated,test
NAR000171_HI,SCN000171,hi-en,Mixed,Hinglish,"Around 08:45, mentioned जगह पर कानूनी issue हुआ।","Around 08:45, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-01-05,,NAR000171_HI,synthetic_reviewed,,unannotated,validation
NAR000172_HI,SCN000172,hi-en,Mixed,Hinglish,"Around 19:44, mentioned जगह पर कानूनी issue हुआ।","Around 19:44, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-01-05,,NAR000172_HI,synthetic_reviewed,,unannotated,validation
NAR000173_HI,SCN000173,hi-en,Mixed,Hinglish,"On 2026-07-08, mentioned जगह पर कानूनी issue हुआ।","On 2026-07-08, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-01-07,,NAR000173_HI,synthetic_reviewed,,unannotated,train
NAR000174_HI,SCN000174,hi-en,Mixed,Hinglish,"On 2026-06-22, around 01:39, mentioned जगह पर कानूनी issue हुआ।","On 2026-06-22, around 01:39, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-01-16,,NAR000174_HI,synthetic_reviewed,,unannotated,test
NAR000175_HI,SCN000175,hi-en,Mixed,Hinglish,"Around 02:31, mentioned जगह पर कानूनी issue हुआ।","Around 02:31, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-01-23,,NAR000175_HI,synthetic_reviewed,,unannotated,challenge
NAR000176_HI,SCN000176,hi-en,Mixed,Hinglish,"Around 00:57, mentioned जगह पर कानूनी issue हुआ।","Around 00:57, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-02-03,,NAR000176_HI,synthetic_reviewed,,unannotated,challenge
NAR000177_HI,SCN000177,hi-en,Mixed,Hinglish,"On 2026-07-03, mentioned जगह पर कानूनी issue हुआ।","On 2026-07-03, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-02-01,,NAR000177_HI,synthetic_reviewed,,unannotated,validation
NAR000178_HI,SCN000178,hi-en,Mixed,Hinglish,"Around 04:40, mentioned जगह पर कानूनी issue हुआ।","Around 04:40, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-02-08,,NAR000178_HI,synthetic_reviewed,,unannotated,challenge
NAR000179_HI,SCN000179,hi-en,Mixed,Hinglish,"Around 06:31, mentioned जगह पर कानूनी issue हुआ।","Around 06:31, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-02-03,,NAR000179_HI,synthetic_reviewed,,unannotated,train
NAR000180_HI,SCN000180,hi-en,Mixed,Hinglish,"Around 10:57, mentioned जगह पर कानूनी issue हुआ।","Around 10:57, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-01-19,,NAR000180_HI,synthetic_reviewed,,unannotated,test
NAR000181_HI,SCN000181,hi-en,Mixed,Hinglish,"On 2026-06-29, around 19:29, mentioned जगह पर कानूनी issue हुआ।","On 2026-06-29, around 19:29, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-02-01,,NAR000181_HI,synthetic_reviewed,,unannotated,validation
NAR000182_HI,SCN000182,hi-en,Mixed,Hinglish,"On 2026-07-03, around 06:32, mentioned जगह पर कानूनी issue हुआ।","On 2026-07-03, around 06:32, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-01-25,,NAR000182_HI,synthetic_reviewed,,unannotated,challenge
NAR000183_HI,SCN000183,hi-en,Mixed,Hinglish,"On 2026-07-07, around 10:21, mentioned जगह पर कानूनी issue हुआ।","On 2026-07-07, around 10:21, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-02-12,,NAR000183_HI,synthetic_reviewed,,unannotated,test
NAR000184_HI,SCN000184,hi-en,Mixed,Hinglish,"Around 08:37, mentioned जगह पर कानूनी issue हुआ।","Around 08:37, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-02-12,,NAR000184_HI,synthetic_reviewed,,unannotated,challenge
NAR000185_HI,SCN000185,hi-en,Mixed,Hinglish,"Around 22:24, mentioned जगह पर कानूनी issue हुआ।","Around 22:24, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-02-11,,NAR000185_HI,synthetic_reviewed,,unannotated,validation
NAR000186_HI,SCN000186,hi-en,Mixed,Hinglish,"Around 15:19, mentioned जगह पर कानूनी issue हुआ।","Around 15:19, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-01-28,,NAR000186_HI,synthetic_reviewed,,unannotated,test
NAR000187_HI,SCN000187,hi-en,Mixed,Hinglish,"On 2026-06-27, around 03:51, mentioned जगह पर कानूनी issue हुआ।","On 2026-06-27, around 03:51, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,moderate,none,False,False,False,2024-02-16,,NAR000187_HI,synthetic_reviewed,,unannotated,validation
