narrative_id,scenario_id,language,script,code_mix_type,narrative_text_original,narrative_text_normalised,variant_type,narrative_completeness,chronology_style,emotionality_level,spelling_noise_level,speech_transcription_style,uncertain_language_present,irrelevant_information_present,reference_date,translation_parent_id,paraphrase_parent_id,source_type,language_reviewer_id,annotation_status,split
NAR000214_HI,SCN000214,hi,Devanagari,none,लगभग 01:13 बजे ऑनलाइन प्लेटफॉर्म पर विवाद हुई।,लगभग 01:13 बजे ऑनलाइन प्लेटफॉर्म पर विवाद हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-04-27,NAR000214_EN,,translated_review_required,,unannotated,test
NAR000215_HI,SCN000215,hi,Devanagari,none,लगभग 17:47 बजे घर पर कानूनी मुद्दे से जुड़ी घटना हुई।,लगभग 17:47 बजे घर पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-04-23,NAR000215_EN,,translated_review_required,,unannotated,test
NAR000216_HI,SCN000216,hi,Devanagari,none,"2026-06-27 को लगभग 19:56 बजे छात्रावास पर धोखाधड़ी की घटना हुई। संबंधित राशि: rs,।","2026-06-27 को लगभग 19:56 बजे छात्रावास पर धोखाधड़ी की घटना हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-04-03,NAR000216_EN,,translated_review_required,,unannotated,test
NAR000217_HI,SCN000217,hi,Devanagari,none,2026-06-29 को लगभग 22:48 बजे घर पर विवाद हुई।,2026-06-29 को लगभग 22:48 बजे घर पर विवाद हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-04-13,NAR000217_EN,,translated_review_required,,unannotated,validation
NAR000218_HI,SCN000218,hi,Devanagari,none,"2026-06-24 को लगभग 19:53 बजे ऑनलाइन प्लेटफॉर्म पर उत्पीड़न की घटना हुई। संबंधित राशि: rs,।","2026-06-24 को लगभग 19:53 बजे ऑनलाइन प्लेटफॉर्म पर उत्पीड़न की घटना हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-04-05,NAR000218_EN,,translated_review_required,,unannotated,validation
NAR000219_HI,SCN000219,hi,Devanagari,none,2026-07-10 को घर पर कानूनी मुद्दे से जुड़ी घटना हुई।,2026-07-10 को घर पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-04-23,NAR000219_EN,,translated_review_required,,unannotated,challenge
NAR000220_HI,SCN000220,hi,Devanagari,none,लगभग 20:57 बजे आवासीय सड़क पर कानूनी मुद्दे से जुड़ी घटना हुई।,लगभग 20:57 बजे आवासीय सड़क पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-05-01,NAR000220_EN,,translated_review_required,,unannotated,train
NAR000221_HI,SCN000221,hi,Devanagari,none,लगभग 15:19 बजे उल्लिखित स्थान पर धोखाधड़ी की घटना हुई।,लगभग 15:19 बजे उल्लिखित स्थान पर धोखाधड़ी की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-04-29,NAR000221_EN,,translated_review_required,,unannotated,challenge
NAR000222_HI,SCN000222,hi,Devanagari,none,लगभग 04:18 बजे दुकान पर कानूनी मुद्दे से जुड़ी घटना हुई।,लगभग 04:18 बजे दुकान पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-04-16,NAR000222_EN,,translated_review_required,,unannotated,validation
NAR000223_HI,SCN000223,hi,Devanagari,none,"2026-06-25 को लगभग 15:38 बजे दुकान पर धमकी की घटना हुई। संबंधित राशि: rs,।","2026-06-25 को लगभग 15:38 बजे दुकान पर धमकी की घटना हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-05-14,NAR000223_EN,,translated_review_required,,unannotated,train
NAR000224_HI,SCN000224,hi,Devanagari,none,"2026-07-06 को लगभग 06:59 बजे उल्लिखित स्थान पर कानूनी मुद्दे से जुड़ी घटना हुई। संबंधित राशि: rs,।","2026-07-06 को लगभग 06:59 बजे उल्लिखित स्थान पर कानूनी मुद्दे से जुड़ी घटना हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-04-25,NAR000224_EN,,translated_review_required,,unannotated,test
NAR000225_HI,SCN000225,hi,Devanagari,none,"2026-07-10 को लगभग 03:01 बजे उल्लिखित स्थान पर कानूनी मुद्दे से जुड़ी घटना हुई। संबंधित राशि: rs,।","2026-07-10 को लगभग 03:01 बजे उल्लिखित स्थान पर कानूनी मुद्दे से जुड़ी घटना हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-04-23,NAR000225_EN,,translated_review_required,,unannotated,train
NAR000226_HI,SCN000226,hi,Devanagari,none,लगभग 00:57 बजे उल्लिखित स्थान पर विवाद हुई।,लगभग 00:57 बजे उल्लिखित स्थान पर विवाद हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-04-24,NAR000226_EN,,translated_review_required,,unannotated,train
NAR000227_HI,SCN000227,hi,Devanagari,none,"2026-07-04 को लगभग 08:59 बजे उल्लिखित स्थान पर कानूनी मुद्दे से जुड़ी घटना हुई। संबंधित राशि: rs,।","2026-07-04 को लगभग 08:59 बजे उल्लिखित स्थान पर कानूनी मुद्दे से जुड़ी घटना हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-05-20,NAR000227_EN,,translated_review_required,,unannotated,challenge
NAR000228_HI,SCN000228,hi,Devanagari,none,2026-07-09 को लगभग 01:47 बजे अपार्टमेंट पर विवाद हुई।,2026-07-09 को लगभग 01:47 बजे अपार्टमेंट पर विवाद हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-04-26,NAR000228_EN,,translated_review_required,,unannotated,test
NAR000229_HI,SCN000229,hi,Devanagari,none,"2026-06-25 को लगभग 22:25 बजे ऑनलाइन प्लेटफॉर्म पर उत्पीड़न की घटना हुई। संबंधित राशि: rs,।","2026-06-25 को लगभग 22:25 बजे ऑनलाइन प्लेटफॉर्म पर उत्पीड़न की घटना हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-05-18,NAR000229_EN,,translated_review_required,,unannotated,challenge
NAR000230_HI,SCN000230,hi,Devanagari,none,"2026-07-08 को लगभग 16:43 बजे कार्यालय पर धोखाधड़ी की घटना हुई। संबंधित राशि: rs,।","2026-07-08 को लगभग 16:43 बजे कार्यालय पर धोखाधड़ी की घटना हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-05-30,NAR000230_EN,,translated_review_required,,unannotated,train
NAR000231_HI,SCN000231,hi,Devanagari,none,लगभग 23:25 बजे उल्लिखित स्थान पर उत्पीड़न की घटना हुई।,लगभग 23:25 बजे उल्लिखित स्थान पर उत्पीड़न की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-05-02,NAR000231_EN,,translated_review_required,,unannotated,train
NAR000232_HI,SCN000232,hi,Devanagari,none,लगभग 15:17 बजे घर पर धमकी की घटना हुई।,लगभग 15:17 बजे घर पर धमकी की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-05-26,NAR000232_EN,,translated_review_required,,unannotated,train
NAR000233_HI,SCN000233,hi,Devanagari,none,2026-06-21 को लगभग 06:19 बजे उल्लिखित स्थान पर कानूनी मुद्दे से जुड़ी घटना हुई।,2026-06-21 को लगभग 06:19 बजे उल्लिखित स्थान पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-05-30,NAR000233_EN,,translated_review_required,,unannotated,test
NAR000234_HI,SCN000234,hi,Devanagari,none,लगभग 07:37 बजे घर पर कानूनी मुद्दे से जुड़ी घटना हुई।,लगभग 07:37 बजे घर पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-06-05,NAR000234_EN,,translated_review_required,,unannotated,test
NAR000235_HI,SCN000235,hi,Devanagari,none,2026-06-20 को लगभग 10:11 बजे राजमार्ग पर कानूनी मुद्दे से जुड़ी घटना हुई।,2026-06-20 को लगभग 10:11 बजे राजमार्ग पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-05-23,NAR000235_EN,,translated_review_required,,unannotated,challenge
NAR000236_HI,SCN000236,hi,Devanagari,none,"2026-06-30 को लगभग 16:42 बजे दुकान पर धमकी की घटना हुई। संबंधित राशि: rs,।","2026-06-30 को लगभग 16:42 बजे दुकान पर धमकी की घटना हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-06-04,NAR000236_EN,,translated_review_required,,unannotated,test
NAR000237_HI,SCN000237,hi,Devanagari,none,लगभग 11:00 बजे सड़क पर विवाद हुई।,लगभग 11:00 बजे सड़क पर विवाद हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-05-21,NAR000237_EN,,translated_review_required,,unannotated,train
NAR000238_HI,SCN000238,hi,Devanagari,none,"2026-07-10 को लगभग 13:21 बजे उल्लिखित स्थान पर कानूनी मुद्दे से जुड़ी घटना हुई। संबंधित राशि: rs,।","2026-07-10 को लगभग 13:21 बजे उल्लिखित स्थान पर कानूनी मुद्दे से जुड़ी घटना हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-05-24,NAR000238_EN,,translated_review_required,,unannotated,validation
NAR000239_HI,SCN000239,hi,Devanagari,none,"2026-06-27 को लगभग 12:42 बजे पार्क पर विवाद हुई। संबंधित राशि: rs,।","2026-06-27 को लगभग 12:42 बजे पार्क पर विवाद हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-06-01,NAR000239_EN,,translated_review_required,,unannotated,train
NAR000240_HI,SCN000240,hi,Devanagari,none,लगभग 18:05 बजे दुकान पर विवाद हुई।,लगभग 18:05 बजे दुकान पर विवाद हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-06-01,NAR000240_EN,,translated_review_required,,unannotated,challenge
NAR000241_HI,SCN000241,hi,Devanagari,none,लगभग 18:09 बजे सड़क पर टक्कर की घटना हुई।,लगभग 18:09 बजे सड़क पर टक्कर की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-06-13,NAR000241_EN,,translated_review_required,,unannotated,train
NAR000242_HI,SCN000242,hi,Devanagari,none,लगभग 17:54 बजे आवासीय सड़क पर कानूनी मुद्दे से जुड़ी घटना हुई।,लगभग 17:54 बजे आवासीय सड़क पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-06-12,NAR000242_EN,,translated_review_required,,unannotated,train
NAR000243_HI,SCN000243,hi,Devanagari,none,लगभग 11:12 बजे सड़क पर कानूनी मुद्दे से जुड़ी घटना हुई।,लगभग 11:12 बजे सड़क पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-06-14,NAR000243_EN,,translated_review_required,,unannotated,validation
NAR000244_HI,SCN000244,hi,Devanagari,none,2026-07-13 को लगभग 20:44 बजे दुकान पर धमकी की घटना हुई।,2026-07-13 को लगभग 20:44 बजे दुकान पर धमकी की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-06-23,NAR000244_EN,,translated_review_required,,unannotated,test
NAR000245_HI,SCN000245,hi,Devanagari,none,2026-06-24 को लगभग 15:26 बजे कार्यस्थल पर चोरी की घटना हुई।,2026-06-24 को लगभग 15:26 बजे कार्यस्थल पर चोरी की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-06-02,NAR000245_EN,,translated_review_required,,unannotated,validation
NAR000246_HI,SCN000246,hi,Devanagari,none,लगभग 12:08 बजे उल्लिखित स्थान पर विवाद हुई।,लगभग 12:08 बजे उल्लिखित स्थान पर विवाद हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-06-19,NAR000246_EN,,translated_review_required,,unannotated,challenge
NAR000247_HI,SCN000247,hi,Devanagari,none,2026-07-16 को लगभग 02:58 बजे दुकान पर कानूनी मुद्दे से जुड़ी घटना हुई।,2026-07-16 को लगभग 02:58 बजे दुकान पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-06-10,NAR000247_EN,,translated_review_required,,unannotated,test
NAR000248_HI,SCN000248,hi,Devanagari,none,"2026-06-23 को लगभग 08:45 बजे कार्यालय पर कानूनी मुद्दे से जुड़ी घटना हुई। संबंधित राशि: rs,।","2026-06-23 को लगभग 08:45 बजे कार्यालय पर कानूनी मुद्दे से जुड़ी घटना हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-06-22,NAR000248_EN,,translated_review_required,,unannotated,challenge
NAR000249_HI,SCN000249,hi,Devanagari,none,"लगभग 05:17 बजे ऑनलाइन प्लेटफॉर्म पर धोखाधड़ी की घटना हुई। संबंधित राशि: rs,।","लगभग 05:17 बजे ऑनलाइन प्लेटफॉर्म पर धोखाधड़ी की घटना हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-06-12,NAR000249_EN,,translated_review_required,,unannotated,challenge
NAR000250_HI,SCN000250,hi,Devanagari,none,लगभग 03:38 बजे ऑनलाइन प्लेटफॉर्म पर उत्पीड़न की घटना हुई।,लगभग 03:38 बजे ऑनलाइन प्लेटफॉर्म पर उत्पीड़न की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-06-18,NAR000250_EN,,translated_review_required,,unannotated,test
NAR000251_HI,SCN000251,hi,Devanagari,none,2026-07-17 को लगभग 00:31 बजे मोबाइल ऐप पर धोखाधड़ी की घटना हुई।,2026-07-17 को लगभग 00:31 बजे मोबाइल ऐप पर धोखाधड़ी की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-07-09,NAR000251_EN,,translated_review_required,,unannotated,train
NAR000252_HI,SCN000252,hi,Devanagari,none,लगभग 03:04 बजे उल्लिखित स्थान पर कानूनी मुद्दे से जुड़ी घटना हुई।,लगभग 03:04 बजे उल्लिखित स्थान पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-06-27,NAR000252_EN,,translated_review_required,,unannotated,test
NAR000253_HI,SCN000253,hi,Devanagari,none,2026-06-27 को लगभग 13:47 बजे दुकान पर कानूनी मुद्दे से जुड़ी घटना हुई।,2026-06-27 को लगभग 13:47 बजे दुकान पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-06-23,NAR000253_EN,,translated_review_required,,unannotated,train
NAR000254_HI,SCN000254,hi,Devanagari,none,"2026-06-30 को लगभग 22:41 बजे मोबाइल ऐप पर चोरी की घटना हुई। संबंधित राशि: rs,।","2026-06-30 को लगभग 22:41 बजे मोबाइल ऐप पर चोरी की घटना हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-07-03,NAR000254_EN,,translated_review_required,,unannotated,train
NAR000255_HI,SCN000255,hi,Devanagari,none,2026-06-23 को लगभग 02:12 बजे ऑनलाइन प्लेटफॉर्म पर विवाद हुई।,2026-06-23 को लगभग 02:12 बजे ऑनलाइन प्लेटफॉर्म पर विवाद हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-07-21,NAR000255_EN,,translated_review_required,,unannotated,test
NAR000256_HI,SCN000256,hi,Devanagari,none,लगभग 20:58 बजे घर पर विवाद हुई।,लगभग 20:58 बजे घर पर विवाद हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-07-21,NAR000256_EN,,translated_review_required,,unannotated,train
NAR000257_HI,SCN000257,hi,Devanagari,none,लगभग 10:53 बजे छात्रावास पर विवाद हुई।,लगभग 10:53 बजे छात्रावास पर विवाद हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-07-15,NAR000257_EN,,translated_review_required,,unannotated,validation
NAR000258_HI,SCN000258,hi,Devanagari,none,लगभग 08:28 बजे घर पर उत्पीड़न की घटना हुई।,लगभग 08:28 बजे घर पर उत्पीड़न की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-07-08,NAR000258_EN,,translated_review_required,,unannotated,train
NAR000259_HI,SCN000259,hi,Devanagari,none,लगभग 17:22 बजे उल्लिखित स्थान पर धमकी की घटना हुई।,लगभग 17:22 बजे उल्लिखित स्थान पर धमकी की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-07-10,NAR000259_EN,,translated_review_required,,unannotated,validation
NAR000260_HI,SCN000260,hi,Devanagari,none,लगभग 00:03 बजे ऑनलाइन प्लेटफॉर्म पर कानूनी मुद्दे से जुड़ी घटना हुई।,लगभग 00:03 बजे ऑनलाइन प्लेटफॉर्म पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-07-25,NAR000260_EN,,translated_review_required,,unannotated,train
NAR000261_HI,SCN000261,hi,Devanagari,none,लगभग 05:00 बजे ऑनलाइन प्लेटफॉर्म पर कानूनी मुद्दे से जुड़ी घटना हुई।,लगभग 05:00 बजे ऑनलाइन प्लेटफॉर्म पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-07-21,NAR000261_EN,,translated_review_required,,unannotated,test
NAR000262_HI,SCN000262,hi,Devanagari,none,लगभग 09:36 बजे अपार्टमेंट पर कानूनी मुद्दे से जुड़ी घटना हुई।,लगभग 09:36 बजे अपार्टमेंट पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-07-26,NAR000262_EN,,translated_review_required,,unannotated,validation
NAR000263_HI,SCN000263,hi,Devanagari,none,2026-07-05 को लगभग 12:07 बजे कार्यालय पर टक्कर की घटना हुई।,2026-07-05 को लगभग 12:07 बजे कार्यालय पर टक्कर की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-07-28,NAR000263_EN,,translated_review_required,,unannotated,validation
NAR000264_HI,SCN000264,hi,Devanagari,none,"2026-07-20 को लगभग 15:37 बजे ऑनलाइन प्लेटफॉर्म पर धोखाधड़ी की घटना हुई। संबंधित राशि: rs,।","2026-07-20 को लगभग 15:37 बजे ऑनलाइन प्लेटफॉर्म पर धोखाधड़ी की घटना हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-07-27,NAR000264_EN,,translated_review_required,,unannotated,train
NAR000265_HI,SCN000265,hi,Devanagari,none,"2026-07-15 को लगभग 23:40 बजे उल्लिखित स्थान पर कानूनी मुद्दे से जुड़ी घटना हुई। संबंधित राशि: rs,।","2026-07-15 को लगभग 23:40 बजे उल्लिखित स्थान पर कानूनी मुद्दे से जुड़ी घटना हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-08-07,NAR000265_EN,,translated_review_required,,unannotated,validation
NAR000266_HI,SCN000266,hi,Devanagari,none,आवासीय सड़क पर स्नैचिंग की घटना हुई।,आवासीय सड़क पर स्नैचिंग की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-07-27,NAR000266_EN,,translated_review_required,,unannotated,test
NAR000267_HI,SCN000267,hi,Devanagari,none,लगभग 08:51 बजे उल्लिखित स्थान पर कानूनी मुद्दे से जुड़ी घटना हुई।,लगभग 08:51 बजे उल्लिखित स्थान पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-07-19,NAR000267_EN,,translated_review_required,,unannotated,test
NAR000268_HI,SCN000268,hi,Devanagari,none,2026-07-18 को लगभग 06:28 बजे ऑनलाइन प्लेटफॉर्म पर विवाद हुई।,2026-07-18 को लगभग 06:28 बजे ऑनलाइन प्लेटफॉर्म पर विवाद हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-08-06,NAR000268_EN,,translated_review_required,,unannotated,validation
NAR000269_HI,SCN000269,hi,Devanagari,none,2026-07-01 को लगभग 17:37 बजे मोबाइल ऐप पर धोखाधड़ी की घटना हुई।,2026-07-01 को लगभग 17:37 बजे मोबाइल ऐप पर धोखाधड़ी की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-08-06,NAR000269_EN,,translated_review_required,,unannotated,validation
NAR000270_HI,SCN000270,hi,Devanagari,none,2026-07-17 को लगभग 21:36 बजे अपार्टमेंट पर विवाद हुई।,2026-07-17 को लगभग 21:36 बजे अपार्टमेंट पर विवाद हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-08-16,NAR000270_EN,,translated_review_required,,unannotated,challenge
NAR000271_HI,SCN000271,hi,Devanagari,none,लगभग 16:23 बजे घर पर कानूनी मुद्दे से जुड़ी घटना हुई।,लगभग 16:23 बजे घर पर कानूनी मुद्दे से जुड़ी घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-07-28,NAR000271_EN,,translated_review_required,,unannotated,challenge
NAR000272_HI,SCN000272,hi,Devanagari,none,"2026-07-11 को लगभग 03:27 बजे उल्लिखित स्थान पर विवाद हुई। संबंधित राशि: rs,।","2026-07-11 को लगभग 03:27 बजे उल्लिखित स्थान पर विवाद हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-08-12,NAR000272_EN,,translated_review_required,,unannotated,validation
NAR000273_HI,SCN000273,hi,Devanagari,none,लगभग 20:55 बजे घर पर विवाद हुई।,लगभग 20:55 बजे घर पर विवाद हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-08-03,NAR000273_EN,,translated_review_required,,unannotated,validation
NAR000274_HI,SCN000274,hi,Devanagari,none,लगभग 00:46 बजे अपार्टमेंट पर धमकी की घटना हुई।,लगभग 00:46 बजे अपार्टमेंट पर धमकी की घटना हुई।,clear_chronological,medium,chronological,neutral,none,False,False,False,2024-07-29,NAR000274_EN,,translated_review_required,,unannotated,train
NAR000275_HI,SCN000275,hi,Devanagari,none,"2026-06-29 को लगभग 04:26 बजे आवासीय सड़क पर कानूनी मुद्दे से जुड़ी घटना हुई। संबंधित राशि: rs,।","2026-06-29 को लगभग 04:26 बजे आवासीय सड़क पर कानूनी मुद्दे से जुड़ी घटना हुई। संबंधित राशि: rs,।",clear_chronological,medium,chronological,neutral,none,False,False,False,2024-08-31,NAR000275_EN,,translated_review_required,,unannotated,test
