narrative_id,scenario_id,language,script,code_mix_type,narrative_text_original,narrative_text_normalised,variant_type,narrative_completeness,chronology_style,emotionality_level,spelling_noise_level,speech_transcription_style,uncertain_language_present,irrelevant_information_present,reference_date,translation_parent_id,paraphrase_parent_id,source_type,language_reviewer_id,annotation_status,split
NAR000111_HI,SCN000111,hi,Devanagari,none,लगभग 00:48 बजे मोबाइल ऐप पर फिशिंग धोखाधड़ी की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 00:48 बजे मोबाइल ऐप पर फिशिंग धोखाधड़ी की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-08-18,NAR000111_EN,,translated_review_required,,unannotated,train
NAR000112_HI,SCN000112,hi,Devanagari,none,लगभग 13:04 बजे प्लॉट पर विरासत संपत्ति का दावा की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 13:04 बजे प्लॉट पर विरासत संपत्ति का दावा की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-09-09,NAR000112_EN,,translated_review_required,,unannotated,train
NAR000113_HI,SCN000113,hi,Devanagari,none,लगभग 10:34 बजे राजमार्ग पर नशे में वाहन चलाने से दुर्घटना की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 10:34 बजे राजमार्ग पर नशे में वाहन चलाने से दुर्घटना की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-08-28,NAR000113_EN,,translated_review_required,,unannotated,validation
NAR000114_HI,SCN000114,hi,Devanagari,none,लगभग 09:15 बजे सड़क पर ट्रैफिक सिग्नल उल्लंघन विवाद की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 09:15 बजे सड़क पर ट्रैफिक सिग्नल उल्लंघन विवाद की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-09-12,NAR000114_EN,,translated_review_required,,unannotated,challenge
NAR000115_HI,SCN000115,hi,Devanagari,none,लगभग 09:04 बजे मोबाइल ऐप पर ऋण स्वीकृति घोटाला की घटना हुई। कई खातों में अनधिकृत शुल्क दिखाई दिए। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 09:04 बजे मोबाइल ऐप पर ऋण स्वीकृति घोटाला की घटना हुई। कई खातों में अनधिकृत शुल्क दिखाई दिए। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-09-27,NAR000115_EN,,translated_review_required,,unannotated,train
NAR000116_HI,SCN000116,hi,Devanagari,none,लगभग 13:33 बजे गली पर सार्वजनिक उपद्रव विवाद की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 13:33 बजे गली पर सार्वजनिक उपद्रव विवाद की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-09-20,NAR000116_EN,,translated_review_required,,unannotated,validation
NAR000117_HI,SCN000117,hi,Devanagari,none,2026-06-28 को लगभग 23:53 बजे कार्यालय पर चेक जालसाजी की घटना हुई। ऑडिट रिकॉर्ड सुरक्षित रखे गए हैं। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,2026-06-28 को लगभग 23:53 बजे कार्यालय पर चेक जालसाजी की घटना हुई। ऑडिट रिकॉर्ड सुरक्षित रखे गए हैं। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-09-05,NAR000117_EN,,translated_review_required,,unannotated,test
NAR000118_HI,SCN000118,hi,Devanagari,none,2026-07-10 को लगभग 10:08 बजे ऑनलाइन प्लेटफॉर्म पर सोशल मीडिया हैकिंग की घटना हुई। फॉरेंसिक जांच के लिए डिजिटल लॉग सुरक्षित रखे गए हैं। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,2026-07-10 को लगभग 10:08 बजे ऑनलाइन प्लेटफॉर्म पर सोशल मीडिया हैकिंग की घटना हुई। फॉरेंसिक जांच के लिए डिजिटल लॉग सुरक्षित रखे गए हैं। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-09-18,NAR000118_EN,,translated_review_required,,unannotated,challenge
NAR000119_HI,SCN000119,hi,Devanagari,none,2026-06-25 को लगभग 18:21 बजे मोबाइल ऐप पर ऑनलाइन फिशिंग चोरी की घटना हुई। बताए गए व्यक्ति की लंबाई लगभग 5 फुट 8 इंच थी। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,2026-06-25 को लगभग 18:21 बजे मोबाइल ऐप पर ऑनलाइन फिशिंग चोरी की घटना हुई। बताए गए व्यक्ति की लंबाई लगभग 5 फुट 8 इंच थी। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-09-15,NAR000119_EN,,translated_review_required,,unannotated,validation
NAR000120_HI,SCN000120,hi,Devanagari,none,लगभग 04:00 बजे प्लॉट पर भूमि अतिक्रमण की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 04:00 बजे प्लॉट पर भूमि अतिक्रमण की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-09-15,NAR000120_EN,,translated_review_required,,unannotated,train
NAR000121_HI,SCN000121,hi,Devanagari,none,लगभग 04:41 बजे अपार्टमेंट पर घरेलू विवाद की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 04:41 बजे अपार्टमेंट पर घरेलू विवाद की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-10-09,NAR000121_EN,,translated_review_required,,unannotated,test
NAR000122_HI,SCN000122,hi,Devanagari,none,2026-06-23 को लगभग 03:58 बजे कार्यस्थल पर पहचान की चोरी की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,2026-06-23 को लगभग 03:58 बजे कार्यस्थल पर पहचान की चोरी की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-10-11,NAR000122_EN,,translated_review_required,,unannotated,train
NAR000123_HI,SCN000123,hi,Devanagari,none,2026-07-01 को लगभग 17:39 बजे ऑनलाइन प्लेटफॉर्म पर ऋण स्वीकृति घोटाला की घटना हुई। ऑडिट रिकॉर्ड सुरक्षित रखे गए हैं। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,2026-07-01 को लगभग 17:39 बजे ऑनलाइन प्लेटफॉर्म पर ऋण स्वीकृति घोटाला की घटना हुई। ऑडिट रिकॉर्ड सुरक्षित रखे गए हैं। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-09-17,NAR000123_EN,,translated_review_required,,unannotated,test
NAR000124_HI,SCN000124,hi,Devanagari,none,लगभग 12:45 बजे सड़क पर चोरी की घटना की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 12:45 बजे सड़क पर चोरी की घटना की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-10-11,NAR000124_EN,,translated_review_required,,unannotated,test
NAR000125_HI,SCN000125,hi,Devanagari,none,लगभग 06:42 बजे ऑनलाइन प्लेटफॉर्म पर फिशिंग धोखाधड़ी की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 06:42 बजे ऑनलाइन प्लेटफॉर्म पर फिशिंग धोखाधड़ी की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-09-22,NAR000125_EN,,translated_review_required,,unannotated,challenge
NAR000126_HI,SCN000126,hi,Devanagari,none,2026-07-15 को लगभग 04:18 बजे ऑनलाइन प्लेटफॉर्म पर रैनसमवेयर हमला की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,2026-07-15 को लगभग 04:18 बजे ऑनलाइन प्लेटफॉर्म पर रैनसमवेयर हमला की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-10-13,NAR000126_EN,,translated_review_required,,unannotated,validation
NAR000127_HI,SCN000127,hi,Devanagari,none,लगभग 12:29 बजे राजमार्ग पर हिट एंड रन टक्कर की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 12:29 बजे राजमार्ग पर हिट एंड रन टक्कर की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-10-09,NAR000127_EN,,translated_review_required,,unannotated,validation
NAR000128_HI,SCN000128,hi,Devanagari,none,लगभग 20:42 बजे छात्रावास पर अभिभावकत्व विवाद की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 20:42 बजे छात्रावास पर अभिभावकत्व विवाद की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-10-14,NAR000128_EN,,translated_review_required,,unannotated,test
NAR000129_HI,SCN000129,hi,Devanagari,none,लगभग 12:43 बजे सड़क पर ट्रैफिक सिग्नल उल्लंघन विवाद की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 12:43 बजे सड़क पर ट्रैफिक सिग्नल उल्लंघन विवाद की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-10-12,NAR000129_EN,,translated_review_required,,unannotated,validation
NAR000130_HI,SCN000130,hi,Devanagari,none,लगभग 16:07 बजे अपार्टमेंट पर किरायेदार-मकान मालिक विवाद की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 16:07 बजे अपार्टमेंट पर किरायेदार-मकान मालिक विवाद की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-10-15,NAR000130_EN,,translated_review_required,,unannotated,challenge
NAR000131_HI,SCN000131,hi,Devanagari,none,लगभग 07:25 बजे किराना दुकान पर समाप्त अवधि या दूषित सामान की बिक्री की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 07:25 बजे किराना दुकान पर समाप्त अवधि या दूषित सामान की बिक्री की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-10-06,NAR000131_EN,,translated_review_required,,unannotated,train
NAR000132_HI,SCN000132,hi,Devanagari,none,2026-07-14 को लगभग 09:15 बजे राजमार्ग पर लापरवाह ड्राइविंग से जुड़ा विवाद की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,2026-07-14 को लगभग 09:15 बजे राजमार्ग पर लापरवाह ड्राइविंग से जुड़ा विवाद की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-10-24,NAR000132_EN,,translated_review_required,,unannotated,train
NAR000133_HI,SCN000133,hi,Devanagari,none,लगभग 16:54 बजे उल्लिखित स्थान पर रैनसमवेयर हमला की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 16:54 बजे उल्लिखित स्थान पर रैनसमवेयर हमला की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-10-12,NAR000133_EN,,translated_review_required,,unannotated,validation
NAR000134_HI,SCN000134,hi,Devanagari,none,लगभग 23:11 बजे ऑनलाइन प्लेटफॉर्म पर फिशिंग धोखाधड़ी की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 23:11 बजे ऑनलाइन प्लेटफॉर्म पर फिशिंग धोखाधड़ी की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-10-07,NAR000134_EN,,translated_review_required,,unannotated,train
NAR000135_HI,SCN000135,hi,Devanagari,none,2026-06-30 को लगभग 13:49 बजे कार्यालय पर भूमि अतिक्रमण की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,2026-06-30 को लगभग 13:49 बजे कार्यालय पर भूमि अतिक्रमण की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-11-08,NAR000135_EN,,translated_review_required,,unannotated,train
NAR000136_HI,SCN000136,hi,Devanagari,none,2026-07-02 को लगभग 15:42 बजे ऑनलाइन प्लेटफॉर्म पर ऑनलाइन बैंकिंग धोखाधड़ी की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,2026-07-02 को लगभग 15:42 बजे ऑनलाइन प्लेटफॉर्म पर ऑनलाइन बैंकिंग धोखाधड़ी की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-11-05,NAR000136_EN,,translated_review_required,,unannotated,test
NAR000137_HI,SCN000137,hi,Devanagari,none,लगभग 09:47 बजे ऑनलाइन प्लेटफॉर्म पर सेवा के लिए रिफंड देने से इनकार की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 09:47 बजे ऑनलाइन प्लेटफॉर्म पर सेवा के लिए रिफंड देने से इनकार की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-10-26,NAR000137_EN,,translated_review_required,,unannotated,train
NAR000138_HI,SCN000138,hi,Devanagari,none,2026-06-22 को लगभग 18:56 बजे दुकान पर झूठे विज्ञापन और गलत प्रस्तुतीकरण की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,2026-06-22 को लगभग 18:56 बजे दुकान पर झूठे विज्ञापन और गलत प्रस्तुतीकरण की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-11-02,NAR000138_EN,,translated_review_required,,unannotated,test
NAR000139_HI,SCN000139,hi,Devanagari,none,2026-06-22 को लगभग 07:37 बजे घर पर तलाक की कार्यवाही से जुड़ा विवाद की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,2026-06-22 को लगभग 07:37 बजे घर पर तलाक की कार्यवाही से जुड़ा विवाद की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-11-11,NAR000139_EN,,translated_review_required,,unannotated,validation
NAR000140_HI,SCN000140,hi,Devanagari,none,लगभग 14:25 बजे दुकान पर दोषपूर्ण उत्पाद की डिलीवरी की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 14:25 बजे दुकान पर दोषपूर्ण उत्पाद की डिलीवरी की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-11-17,NAR000140_EN,,translated_review_required,,unannotated,train
NAR000141_HI,SCN000141,hi,Devanagari,none,2026-07-03 को लगभग 20:49 बजे कार्यालय पर भावनात्मक और मौखिक दुर्व्यवहार की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,2026-07-03 को लगभग 20:49 बजे कार्यालय पर भावनात्मक और मौखिक दुर्व्यवहार की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-10-27,NAR000141_EN,,translated_review_required,,unannotated,challenge
NAR000142_HI,SCN000142,hi,Devanagari,none,लगभग 15:29 बजे सड़क पर शारीरिक झड़प की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 15:29 बजे सड़क पर शारीरिक झड़प की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-11-07,NAR000142_EN,,translated_review_required,,unannotated,train
NAR000143_HI,SCN000143,hi,Devanagari,none,लगभग 12:58 बजे उल्लिखित स्थान पर साइबर स्टॉकिंग की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 12:58 बजे उल्लिखित स्थान पर साइबर स्टॉकिंग की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-11-26,NAR000143_EN,,translated_review_required,,unannotated,test
NAR000144_HI,SCN000144,hi,Devanagari,none,2026-07-04 को लगभग 20:11 बजे दुकान पर सेवा के लिए रिफंड देने से इनकार की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,2026-07-04 को लगभग 20:11 बजे दुकान पर सेवा के लिए रिफंड देने से इनकार की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-11-19,NAR000144_EN,,translated_review_required,,unannotated,validation
NAR000145_HI,SCN000145,hi,Devanagari,none,लगभग 02:46 बजे पार्किंग स्थल पर चोरी की घटना की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,लगभग 02:46 बजे पार्किंग स्थल पर चोरी की घटना की घटना हुई। मैं उचित कानूनी मार्गदर्शन के लिए उपलब्ध विवरण साझा कर रहा/रही हूँ।,formal,medium,chronological,moderate,none,False,False,False,2023-11-19,NAR000145_EN,,translated_review_required,,unannotated,test
