narrative_id,scenario_id,language,script,code_mix_type,narrative_text_original,narrative_text_normalised,variant_type,narrative_completeness,chronology_style,emotionality_level,spelling_noise_level,speech_transcription_style,uncertain_language_present,irrelevant_information_present,reference_date,translation_parent_id,paraphrase_parent_id,source_type,language_reviewer_id,annotation_status,split
NAR000249_HL,SCN000249,hi-en,Mixed,Hinglish,"Around 05:17, online प्लेटफॉर्म पर धोखाधड़ी हुआ। Related amount rs, था।","Around 05:17, online प्लेटफॉर्म पर धोखाधड़ी हुआ। Related amount rs, था।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-06-12,,NAR000249_EN,synthetic_reviewed,,unannotated,challenge
NAR000250_HL,SCN000250,hi-en,Mixed,Hinglish,"Around 03:38, online प्लेटफॉर्म पर उत्पीड़न हुआ।","Around 03:38, online प्लेटफॉर्म पर उत्पीड़न हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-06-18,,NAR000250_EN,synthetic_reviewed,,unannotated,test
NAR000251_HL,SCN000251,hi-en,Mixed,Hinglish,"On 2026-07-17, around 00:31, mobile ऐप पर धोखाधड़ी हुआ।","On 2026-07-17, around 00:31, mobile ऐप पर धोखाधड़ी हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-07-09,,NAR000251_EN,synthetic_reviewed,,unannotated,train
NAR000252_HL,SCN000252,hi-en,Mixed,Hinglish,"Around 03:04, mentioned जगह पर कानूनी issue हुआ।","Around 03:04, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-06-27,,NAR000252_EN,synthetic_reviewed,,unannotated,test
NAR000253_HL,SCN000253,hi-en,Mixed,Hinglish,"On 2026-06-27, around 13:47, दुकान पर कानूनी issue हुआ।","On 2026-06-27, around 13:47, दुकान पर कानूनी issue हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-06-23,,NAR000253_EN,synthetic_reviewed,,unannotated,train
NAR000254_HL,SCN000254,hi-en,Mixed,Hinglish,"On 2026-06-30, around 22:41, mobile ऐप पर चोरी हुआ। Related amount rs, था।","On 2026-06-30, around 22:41, mobile ऐप पर चोरी हुआ। Related amount rs, था।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-07-03,,NAR000254_EN,synthetic_reviewed,,unannotated,train
NAR000255_HL,SCN000255,hi-en,Mixed,Hinglish,"On 2026-06-23, around 02:12, online प्लेटफॉर्म पर विवाद हुआ।","On 2026-06-23, around 02:12, online प्लेटफॉर्म पर विवाद हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-07-21,,NAR000255_EN,synthetic_reviewed,,unannotated,test
NAR000256_HL,SCN000256,hi-en,Mixed,Hinglish,"Around 20:58, घर पर विवाद हुआ।","Around 20:58, घर पर विवाद हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-07-21,,NAR000256_EN,synthetic_reviewed,,unannotated,train
NAR000257_HL,SCN000257,hi-en,Mixed,Hinglish,"Around 10:53, छात्रावास पर विवाद हुआ।","Around 10:53, छात्रावास पर विवाद हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-07-15,,NAR000257_EN,synthetic_reviewed,,unannotated,validation
NAR000258_HL,SCN000258,hi-en,Mixed,Hinglish,"Around 08:28, घर पर उत्पीड़न हुआ।","Around 08:28, घर पर उत्पीड़न हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-07-08,,NAR000258_EN,synthetic_reviewed,,unannotated,train
NAR000259_HL,SCN000259,hi-en,Mixed,Hinglish,"Around 17:22, mentioned जगह पर धमकी हुआ।","Around 17:22, mentioned जगह पर धमकी हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-07-10,,NAR000259_EN,synthetic_reviewed,,unannotated,validation
NAR000260_HL,SCN000260,hi-en,Mixed,Hinglish,"Around 00:03, online प्लेटफॉर्म पर कानूनी issue हुआ।","Around 00:03, online प्लेटफॉर्म पर कानूनी issue हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-07-25,,NAR000260_EN,synthetic_reviewed,,unannotated,train
NAR000261_HL,SCN000261,hi-en,Mixed,Hinglish,"Around 05:00, online प्लेटफॉर्म पर कानूनी issue हुआ।","Around 05:00, online प्लेटफॉर्म पर कानूनी issue हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-07-21,,NAR000261_EN,synthetic_reviewed,,unannotated,test
NAR000262_HL,SCN000262,hi-en,Mixed,Hinglish,"Around 09:36, अपार्टमेंट पर कानूनी issue हुआ।","Around 09:36, अपार्टमेंट पर कानूनी issue हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-07-26,,NAR000262_EN,synthetic_reviewed,,unannotated,validation
NAR000263_HL,SCN000263,hi-en,Mixed,Hinglish,"On 2026-07-05, around 12:07, कार्यालय पर टक्कर हुआ।","On 2026-07-05, around 12:07, कार्यालय पर टक्कर हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-07-28,,NAR000263_EN,synthetic_reviewed,,unannotated,validation
NAR000264_HL,SCN000264,hi-en,Mixed,Hinglish,"On 2026-07-20, around 15:37, online प्लेटफॉर्म पर धोखाधड़ी हुआ। Related amount rs, था।","On 2026-07-20, around 15:37, online प्लेटफॉर्म पर धोखाधड़ी हुआ। Related amount rs, था।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-07-27,,NAR000264_EN,synthetic_reviewed,,unannotated,train
NAR000265_HL,SCN000265,hi-en,Mixed,Hinglish,"On 2026-07-15, around 23:40, mentioned जगह पर कानूनी issue हुआ। Related amount rs, था।","On 2026-07-15, around 23:40, mentioned जगह पर कानूनी issue हुआ। Related amount rs, था।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-08-07,,NAR000265_EN,synthetic_reviewed,,unannotated,validation
NAR000266_HL,SCN000266,hi-en,Mixed,Hinglish,आवासीय street पर स्नैचिंग हुआ।,आवासीय street पर स्नैचिंग हुआ।,code_mixed,medium,chronological,neutral,none,False,False,False,2024-07-27,,NAR000266_EN,synthetic_reviewed,,unannotated,test
NAR000267_HL,SCN000267,hi-en,Mixed,Hinglish,"Around 08:51, mentioned जगह पर कानूनी issue हुआ।","Around 08:51, mentioned जगह पर कानूनी issue हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-07-19,,NAR000267_EN,synthetic_reviewed,,unannotated,test
NAR000268_HL,SCN000268,hi-en,Mixed,Hinglish,"On 2026-07-18, around 06:28, online प्लेटफॉर्म पर विवाद हुआ।","On 2026-07-18, around 06:28, online प्लेटफॉर्म पर विवाद हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-08-06,,NAR000268_EN,synthetic_reviewed,,unannotated,validation
NAR000269_HL,SCN000269,hi-en,Mixed,Hinglish,"On 2026-07-01, around 17:37, mobile ऐप पर धोखाधड़ी हुआ।","On 2026-07-01, around 17:37, mobile ऐप पर धोखाधड़ी हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-08-06,,NAR000269_EN,synthetic_reviewed,,unannotated,validation
NAR000270_HL,SCN000270,hi-en,Mixed,Hinglish,"On 2026-07-17, around 21:36, अपार्टमेंट पर विवाद हुआ।","On 2026-07-17, around 21:36, अपार्टमेंट पर विवाद हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-08-16,,NAR000270_EN,synthetic_reviewed,,unannotated,challenge
NAR000271_HL,SCN000271,hi-en,Mixed,Hinglish,"Around 16:23, घर पर कानूनी issue हुआ।","Around 16:23, घर पर कानूनी issue हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-07-28,,NAR000271_EN,synthetic_reviewed,,unannotated,challenge
NAR000272_HL,SCN000272,hi-en,Mixed,Hinglish,"On 2026-07-11, around 03:27, mentioned जगह पर विवाद हुआ। Related amount rs, था।","On 2026-07-11, around 03:27, mentioned जगह पर विवाद हुआ। Related amount rs, था।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-08-12,,NAR000272_EN,synthetic_reviewed,,unannotated,validation
NAR000273_HL,SCN000273,hi-en,Mixed,Hinglish,"Around 20:55, घर पर विवाद हुआ।","Around 20:55, घर पर विवाद हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-08-03,,NAR000273_EN,synthetic_reviewed,,unannotated,validation
NAR000274_HL,SCN000274,hi-en,Mixed,Hinglish,"Around 00:46, अपार्टमेंट पर धमकी हुआ।","Around 00:46, अपार्टमेंट पर धमकी हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-07-29,,NAR000274_EN,synthetic_reviewed,,unannotated,train
NAR000275_HL,SCN000275,hi-en,Mixed,Hinglish,"On 2026-06-29, around 04:26, आवासीय street पर कानूनी issue हुआ। Related amount rs, था।","On 2026-06-29, around 04:26, आवासीय street पर कानूनी issue हुआ। Related amount rs, था।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-08-31,,NAR000275_EN,synthetic_reviewed,,unannotated,test
NAR000276_HL,SCN000276,hi-en,Mixed,Hinglish,"Around 16:04, राजमार्ग पर दुर्घटना हुआ।","Around 16:04, राजमार्ग पर दुर्घटना हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-08-01,,NAR000276_EN,synthetic_reviewed,,unannotated,validation
NAR000277_HL,SCN000277,hi-en,Mixed,Hinglish,"On 2026-07-19, around 04:29, घर पर कानूनी issue हुआ।","On 2026-07-19, around 04:29, घर पर कानूनी issue हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-08-04,,NAR000277_EN,synthetic_reviewed,,unannotated,validation
NAR000278_HL,SCN000278,hi-en,Mixed,Hinglish,"Around 08:18, आवासीय street पर कानूनी issue हुआ।","Around 08:18, आवासीय street पर कानूनी issue हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-08-15,,NAR000278_EN,synthetic_reviewed,,unannotated,challenge
NAR000279_HL,SCN000279,hi-en,Mixed,Hinglish,"On 2026-06-26, दुकान पर कानूनी issue हुआ।","On 2026-06-26, दुकान पर कानूनी issue हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-08-29,,NAR000279_EN,synthetic_reviewed,,unannotated,train
NAR000280_HL,SCN000280,hi-en,Mixed,Hinglish,"Around 14:35, सड़क पर संपत्ति damage हुआ।","Around 14:35, सड़क पर संपत्ति damage हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-08-26,,NAR000280_EN,synthetic_reviewed,,unannotated,challenge
NAR000281_HL,SCN000281,hi-en,Mixed,Hinglish,"On 2026-06-25, around 11:47, राजमार्ग पर कानूनी issue हुआ। Related amount rs, था।","On 2026-06-25, around 11:47, राजमार्ग पर कानूनी issue हुआ। Related amount rs, था।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-08-14,,NAR000281_EN,synthetic_reviewed,,unannotated,challenge
NAR000282_HL,SCN000282,hi-en,Mixed,Hinglish,"Around 02:27, छात्रावास पर धमकी हुआ।","Around 02:27, छात्रावास पर धमकी हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-08-28,,NAR000282_EN,synthetic_reviewed,,unannotated,validation
NAR000283_HL,SCN000283,hi-en,Mixed,Hinglish,"On 2026-06-29, बैंक पर कानूनी issue हुआ।","On 2026-06-29, बैंक पर कानूनी issue हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-09-14,,NAR000283_EN,synthetic_reviewed,,unannotated,validation
NAR000284_HL,SCN000284,hi-en,Mixed,Hinglish,"On 2026-06-22, around 15:33, कार्यालय पर कानूनी issue हुआ। Related amount rs, था।","On 2026-06-22, around 15:33, कार्यालय पर कानूनी issue हुआ। Related amount rs, था।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-09-02,,NAR000284_EN,synthetic_reviewed,,unannotated,validation
NAR000285_HL,SCN000285,hi-en,Mixed,Hinglish,"Around 02:11, mobile ऐप पर धोखाधड़ी हुआ।","Around 02:11, mobile ऐप पर धोखाधड़ी हुआ।",code_mixed,medium,chronological,neutral,none,False,False,False,2024-09-04,,NAR000285_EN,synthetic_reviewed,,unannotated,challenge
