query_id,query_group_id,language,script,code_mix_type,query_text_original,query_text_normalised,user_intent,legal_domain,issue_labels,urgency_class,current_danger,jurisdiction_required,jurisdiction_available,missing_information,escalation_required,answerable_from_corpus,gold_followup_question_ids,gold_passage_ids,safe_answer_text,disclaimer_required,answer_confidence_label,split
QLQ000029_hi,QLG000010,hi,Devanagari,None,Police complaint lene ke bajay settlement bol rahi hai. Kya yeh theek hai?,police complaint lene ke bajay settlement bol rahi hai. kya yeh theek hai?,ask_consequence,Crime reporting,police_refusal;settlement_pressure,urgent,False,True,True,offence type and whether threat continues,True,True,FQ_QUICK_010,LP_FIR_PROCESS_001,"Sadharan margdarshan: For serious or cognizable allegations, you can ask for proper recording and escalation rather than informal pressure. Immediate safety and evidence preservation should come first. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,train
QLQ000030_hiLatn,QLG000010,hi-Latn,mixed,Hinglish,Police complaint lene ke bajay settlement bol rahi hai. Kya yeh okay hai?,police complaint lene ke bajay settlement bol rahi hai. kya yeh okay hai?,ask_consequence,Crime reporting,police_refusal;settlement_pressure,urgent,False,True,True,offence type and whether threat continues,True,True,FQ_QUICK_010,LP_FIR_PROCESS_001,"General guidance: For serious or cognizable allegations, you can ask for proper recording and escalation rather than informal pressure. Immediate safety and evidence preservation should come first. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,train
QLQ000031_en,QLG000011,en,Latin,None,Can a neighbour file a complaint if the victim is scared?,can a neighbour file a complaint if the victim is scared?,ask_eligibility,Crime reporting,third_party_reporting;victim_safety,urgent,True,True,True,victim safety and relationship to incident,True,True,FQ_QUICK_011,LP_ZERO_FIR_001,"General guidance: A witness or concerned person may share information with authorities, especially where safety risk exists. Avoid exposing the victim without considering safety and consent where possible. This is not a substitute for a lawyer or emergency service.",True,high,train
QLQ000032_hi,QLG000011,hi,Devanagari,None,Agar victim dara hua hai to kya neighbour complaint kar sakta hai?,agar victim dara hua hai to kya neighbour complaint kar sakta hai?,ask_eligibility,Crime reporting,third_party_reporting;victim_safety,urgent,True,True,True,victim safety and relationship to incident,True,True,FQ_QUICK_011,LP_ZERO_FIR_001,"Sadharan margdarshan: A witness or concerned person may share information with authorities, especially where safety risk exists. Avoid exposing the victim without considering safety and consent where possible. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,train
QLQ000033_hiLatn,QLG000011,hi-Latn,mixed,Hinglish,Agar victim scared hai to kya neighbour complaint kar sakta hai?,agar victim scared hai to kya neighbour complaint kar sakta hai?,ask_eligibility,Crime reporting,third_party_reporting;victim_safety,urgent,True,True,True,victim safety and relationship to incident,True,True,FQ_QUICK_011,LP_ZERO_FIR_001,"General guidance: A witness or concerned person may share information with authorities, especially where safety risk exists. Avoid exposing the victim without considering safety and consent where possible. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,train
QLQ000034_en,QLG000012,en,Latin,None,What if the police station says this is a civil matter?,what if the police station says this is a civil matter?,ask_procedure,Crime reporting,civil_criminal_overlap;police_response,normal,False,True,False,"facts showing fraud, force, threat, or trespass",False,False,FQ_QUICK_012,LP_EMERGENCY_HELP_001,"General guidance: Some disputes have both civil and criminal aspects. Provide facts showing threat, force, fraud, trespass, or property damage, and consider legal advice for the correct route. This is not a substitute for a lawyer or emergency service.",True,insufficient-information,train
QLQ000035_hi,QLG000012,hi,Devanagari,None,Agar police station bole ki yeh civil matter hai to kya karun?,agar police station bole ki yeh civil matter hai to kya karun?,ask_procedure,Crime reporting,civil_criminal_overlap;police_response,normal,False,True,False,"facts showing fraud, force, threat, or trespass",False,False,FQ_QUICK_012,LP_EMERGENCY_HELP_001,"Sadharan margdarshan: Some disputes have both civil and criminal aspects. Provide facts showing threat, force, fraud, trespass, or property damage, and consider legal advice for the correct route. Yeh lawyer ya emergency service ka badal nahi hai.",True,insufficient-information,train
QLQ000036_hiLatn,QLG000012,hi-Latn,mixed,Hinglish,Agar police bole yeh civil matter hai to kya karun?,agar police bole yeh civil matter hai to kya karun?,ask_procedure,Crime reporting,civil_criminal_overlap;police_response,normal,False,True,False,"facts showing fraud, force, threat, or trespass",False,False,FQ_QUICK_012,LP_EMERGENCY_HELP_001,"General guidance: Some disputes have both civil and criminal aspects. Provide facts showing threat, force, fraud, trespass, or property damage, and consider legal advice for the correct route. Yeh lawyer ya emergency service ka substitute nahi hai.",True,insufficient-information,train
QLQ000037_en,QLG000013,en,Latin,None,My account was hacked. What should I do first?,my account was hacked. what should i do first?,request_help,Cybercrime,account_hacking;security_steps,urgent,False,True,True,"platform, access status, financial loss",True,True,FQ_QUICK_013,LP_CYBER_REPORTING_001,"General guidance: Secure the account if possible, change passwords from a trusted device, enable two-factor authentication, preserve alerts/screenshots, and report to the platform or cyber portal as relevant. This is not a substitute for a lawyer or emergency service.",True,high,train
QLQ000038_hi,QLG000013,hi,Devanagari,None,Mera account hack ho gaya hai. Sabse pehle kya karun?,mera account hack ho gaya hai. sabse pehle kya karun?,request_help,Cybercrime,account_hacking;security_steps,urgent,False,True,True,"platform, access status, financial loss",True,True,FQ_QUICK_013,LP_CYBER_REPORTING_001,"Sadharan margdarshan: Secure the account if possible, change passwords from a trusted device, enable two-factor authentication, preserve alerts/screenshots, and report to the platform or cyber portal as relevant. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,train
QLQ000039_hiLatn,QLG000013,hi-Latn,mixed,Hinglish,Mera account hack ho gaya hai. First kya karun?,mera account hack ho gaya hai. first kya karun?,request_help,Cybercrime,account_hacking;security_steps,urgent,False,True,True,"platform, access status, financial loss",True,True,FQ_QUICK_013,LP_CYBER_REPORTING_001,"General guidance: Secure the account if possible, change passwords from a trusted device, enable two-factor authentication, preserve alerts/screenshots, and report to the platform or cyber portal as relevant. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,train
QLQ000040_en,QLG000014,en,Latin,None,Can I report a fake social media profile using my photo?,can i report a fake social media profile using my photo?,ask_eligibility,Cybercrime,impersonation;social_media,normal,False,True,True,platform link and screenshots,False,True,FQ_QUICK_014,LP_ACCOUNT_SECURITY_001,"General guidance: Impersonation and misuse of photos can be reported to the platform and appropriate cyber channel. Preserve profile links, screenshots, dates, and any messages. This is not a substitute for a lawyer or emergency service.",True,high,train
QLQ000041_hi,QLG000014,hi,Devanagari,None,Meri photo se fake social media profile bani hai. Kya report kar sakta hoon?,meri photo se fake social media profile bani hai. kya report kar sakta hoon?,ask_eligibility,Cybercrime,impersonation;social_media,normal,False,True,True,platform link and screenshots,False,True,FQ_QUICK_014,LP_ACCOUNT_SECURITY_001,"Sadharan margdarshan: Impersonation and misuse of photos can be reported to the platform and appropriate cyber channel. Preserve profile links, screenshots, dates, and any messages. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,train
QLQ000042_hiLatn,QLG000014,hi-Latn,mixed,Hinglish,Hinglish mein simple steps batao: Meri photo se fake social media profile bani hai. Kya report kar sakta hoon?,hinglish mein simple steps batao: meri photo se fake social media profile bani hai. kya report kar sakta hoon?,ask_eligibility,Cybercrime,impersonation;social_media,normal,False,True,True,platform link and screenshots,False,True,FQ_QUICK_014,LP_ACCOUNT_SECURITY_001,"General guidance: Impersonation and misuse of photos can be reported to the platform and appropriate cyber channel. Preserve profile links, screenshots, dates, and any messages. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,train
QLQ000043_en,QLG000015,en,Latin,None,I clicked a suspicious link and money left my account. What now?,i clicked a suspicious link and money left my account. what now?,request_help,Cybercrime,phishing;financial_loss,urgent,False,True,True,"bank, amount, transaction time",True,True,FQ_QUICK_015,LP_DIGITAL_EVIDENCE_001,"General guidance: Contact your bank immediately for blocking or dispute, preserve SMS/email/link details, and report the cyber financial fraud quickly. Time matters for reversal or freezing. This is not a substitute for a lawyer or emergency service.",True,high,train
QLQ000044_hi,QLG000015,hi,Devanagari,None,Maine suspicious link click kiya aur account se paise chale gaye. Ab kya karun?,maine suspicious link click kiya aur account se paise chale gaye. ab kya karun?,request_help,Cybercrime,phishing;financial_loss,urgent,False,True,True,"bank, amount, transaction time",True,True,FQ_QUICK_015,LP_DIGITAL_EVIDENCE_001,"Sadharan margdarshan: Contact your bank immediately for blocking or dispute, preserve SMS/email/link details, and report the cyber financial fraud quickly. Time matters for reversal or freezing. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,train
QLQ000045_hiLatn,QLG000015,hi-Latn,mixed,Hinglish,Maine suspicious link click kiya aur account se money chala gaya. Ab kya karun?,maine suspicious link click kiya aur account se money chala gaya. ab kya karun?,request_help,Cybercrime,phishing;financial_loss,urgent,False,True,True,"bank, amount, transaction time",True,True,FQ_QUICK_015,LP_DIGITAL_EVIDENCE_001,"General guidance: Contact your bank immediately for blocking or dispute, preserve SMS/email/link details, and report the cyber financial fraud quickly. Time matters for reversal or freezing. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,train
QLQ000046_en,QLG000016,en,Latin,None,Someone is sharing my private photos online. What can I do?,someone is sharing my private photos online. what can i do?,request_help,Cybercrime,privacy_violation;image_abuse,emergency,True,True,False,"platform, current threat, identity if known",True,True,FQ_QUICK_016,LP_FINANCIAL_CYBER_FRAUD_001,"General guidance: Do not engage with the person. Preserve evidence, use platform takedown/reporting, and seek urgent legal or police/cyber help. If there is extortion or immediate danger, escalate immediately. This is not a substitute for a lawyer or emergency service.",True,medium,train
QLQ000047_hi,QLG000016,hi,Devanagari,None,Koi meri private photos online share kar raha hai. Main kya kar sakti hoon?,koi meri private photos online share kar raha hai. main kya kar sakti hoon?,request_help,Cybercrime,privacy_violation;image_abuse,emergency,True,True,False,"platform, current threat, identity if known",True,True,FQ_QUICK_016,LP_FINANCIAL_CYBER_FRAUD_001,"Sadharan margdarshan: Do not engage with the person. Preserve evidence, use platform takedown/reporting, and seek urgent legal or police/cyber help. If there is extortion or immediate danger, escalate immediately. Yeh lawyer ya emergency service ka badal nahi hai.",True,medium,train
QLQ000048_hiLatn,QLG000016,hi-Latn,mixed,Hinglish,Hinglish mein simple steps batao: Koi meri private photos online share kar raha hai. Main kya kar sakti hoon?,hinglish mein simple steps batao: koi meri private photos online share kar raha hai. main kya kar sakti hoon?,request_help,Cybercrime,privacy_violation;image_abuse,emergency,True,True,False,"platform, current threat, identity if known",True,True,FQ_QUICK_016,LP_FINANCIAL_CYBER_FRAUD_001,"General guidance: Do not engage with the person. Preserve evidence, use platform takedown/reporting, and seek urgent legal or police/cyber help. If there is extortion or immediate danger, escalate immediately. Yeh lawyer ya emergency service ka substitute nahi hai.",True,medium,train
QLQ000049_en,QLG000017,en,Latin,None,Can I report cyberstalking if the person only messages repeatedly?,can i report cyberstalking if the person only messages repeatedly?,ask_eligibility,Cybercrime,cyberstalking;repeated_messages,normal,False,True,True,"message content, frequency, identity",False,True,FQ_QUICK_017,LP_CYBER_REPORTING_001,"General guidance: Repeated unwanted messages may be relevant if they cause fear, harassment, threats, or monitoring. Preserve message history and avoid deleting evidence. This is not a substitute for a lawyer or emergency service.",True,high,train
QLQ000050_hi,QLG000017,hi,Devanagari,None,Agar koi baar-baar messages bhej raha hai to kya cyberstalking report kar sakte hain?,agar koi baar-baar messages bhej raha hai to kya cyberstalking report kar sakte hain?,ask_eligibility,Cybercrime,cyberstalking;repeated_messages,normal,False,True,True,"message content, frequency, identity",False,True,FQ_QUICK_017,LP_CYBER_REPORTING_001,"Sadharan margdarshan: Repeated unwanted messages may be relevant if they cause fear, harassment, threats, or monitoring. Preserve message history and avoid deleting evidence. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,train
QLQ000051_hiLatn,QLG000017,hi-Latn,mixed,Hinglish,Agar koi repeated messages bhej raha hai to kya cyberstalking report kar sakte hain?,agar koi repeated messages bhej raha hai to kya cyberstalking report kar sakte hain?,ask_eligibility,Cybercrime,cyberstalking;repeated_messages,normal,False,True,True,"message content, frequency, identity",False,True,FQ_QUICK_017,LP_CYBER_REPORTING_001,"General guidance: Repeated unwanted messages may be relevant if they cause fear, harassment, threats, or monitoring. Preserve message history and avoid deleting evidence. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,train
QLQ000052_en,QLG000018,en,Latin,None,Should I delete abusive messages after taking screenshots?,should i delete abusive messages after taking screenshots?,ask_procedure,Cybercrime,digital_evidence;preservation,normal,False,False,False,platform and evidence type,False,True,FQ_QUICK_018,LP_ACCOUNT_SECURITY_001,"General guidance: Avoid deleting original messages if safe to keep them. Screenshots help, but originals, links, timestamps, and account details are often stronger evidence. This is not a substitute for a lawyer or emergency service.",True,high,train
QLQ000053_hi,QLG000018,hi,Devanagari,None,Screenshot lene ke baad abusive messages delete kar doon kya?,screenshot lene ke baad abusive messages delete kar doon kya?,ask_procedure,Cybercrime,digital_evidence;preservation,normal,False,False,False,platform and evidence type,False,True,FQ_QUICK_018,LP_ACCOUNT_SECURITY_001,"Sadharan margdarshan: Avoid deleting original messages if safe to keep them. Screenshots help, but originals, links, timestamps, and account details are often stronger evidence. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,train
QLQ000054_hiLatn,QLG000018,hi-Latn,mixed,Hinglish,Hinglish mein simple steps batao: Screenshot lene ke baad abusive messages delete kar doon kya?,hinglish mein simple steps batao: screenshot lene ke baad abusive messages delete kar doon kya?,ask_procedure,Cybercrime,digital_evidence;preservation,normal,False,False,False,platform and evidence type,False,True,FQ_QUICK_018,LP_ACCOUNT_SECURITY_001,"General guidance: Avoid deleting original messages if safe to keep them. Screenshots help, but originals, links, timestamps, and account details are often stronger evidence. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,train
